"distrito";"id";"descripcion";"fecha_inst";"utm_x";"utm_y";"longitud";"latitud"
7;373;"BLASCO DE GARAY - FERNANDO EL CATOLICO";"09/08/1969";439651.253091035;4476188.85733554;-3.71151712837949;40.4341534791456
7;644;"BLASCO DE GARAY - RODRIGUEZ SAN PEDRO";"29/11/1978";439632.556532345;4475920.4768518;-3.71171205522379;40.4317344354356
5;814;"COSTA RICA - PARAGUAY - VICTOR SERNA";"01/01/1978";443028.060717226;4478862.13738421;-3.67194672902355;40.4584738482479
5;220;"PL. REPUBLICA ECUADOR - PPE. VERGARA";"25/04/1967";442572.547672825;4478481.92882817;-3.67728445737784;40.4550174011721
5;454;"SERRANO - RODRIGUEZ MARIN";"04/08/1971";442425.646421845;4478359.84812036;-3.67900578643912;40.4539074785521
6;401;"BRAVO MURILLO - AZUCENAS - ROSA SILVA";"15/06/1970";440929.08851879;4479404.52575842;-3.69675150701118;40.4632133564623
13;1213;"AV. BUENOS AIRES - RIO IGUAZU";"19/07/1990";444573.028683659;4470775.85009626;-3.6530211725864;40.3857325546002
13;1174;"BENJAMIN PALENCIA - HUMANES";"04/05/1989";444874.764040401;4471775.79289544;-3.64955299280876;40.3947606722792
13;2245;"AV. RAFAEL ALBERTI - TORREMOLINOS - P.P.";"20/04/2016";445496.03424552;4470711.47889229;-3.64214179002623;40.3852135532517
13;1512;"EL BOSCO 14 - COLEGIO LOSTILOS - P.P.";"09/01/1998";444856.866934703;4472384.81188412;-3.6498166114308;40.4002458970084
13;1627;"BENJAMIN PALENCIA - RAMON PEREZ DE AYALA";"23/05/2000";444463.400727156;4471993.58886738;-3.65441887588422;40.3966953794999
15;229;"ALCALA - ALCALDE LOPEZ CASERO";"05/06/1967";444416.111838217;4475928.2237512;-3.65531985829788;40.4321376412666
15;1759;"ALCALA - FLORENCIO LLORENTE - SANTA ELENA";"15/07/2003";444708.625743507;4475976.07515513;-3.65187556899857;40.4325882088275
20;1583;"ALCALA - RIO BAMBA - SANTA LEONOR";"21/05/1999";446322.998342897;4476705.33374289;-3.63290511713414;40.4392635365232
20;1761;"JUAN IGNACIO LUCA TENA - JUANA I CASTILLA - P.P.";"18/07/2003";446385.720483066;4477648.70572696;-3.63224522531222;40.4477660067001
15;4623;"ALCALA - ANGEL GONZALEZ TEJEDOR - P.P.";"29/04/2021";444309.970021683;4475907.40672203;-3.65656934141323;40.4319430105153
15;577;"ARTURO SORIA - MARQUES DE PICO VELASCO";"11/07/1973";445374.199972714;4477260.01866241;-3.6441394216627;40.4441986534662
14;1132;"CNO. VINATEROS - MANUEL MACHADO";"27/11/1986";444032.395444343;4473562.35196285;-3.65963527661358;40.4107988449172
14;763;"CAMINO VINATEROS - PICO ARTILLEROS";"07/11/1977";445549.803690404;4472933.63984042;-3.6416983564824;40.405235672185
14;1193;"CDOR. DIEGO VALDERRABANO - LITUANIA";"19/03/1990";443948.458913663;4473381.46348031;-3.66060855747994;40.409163651822
14;444;"CDOR. DIEGO VALDERRABANO - AV. MORATALAZ";"23/04/1971";443851.74682398;4473241.67738498;-3.66173597436102;40.4078978623752
14;1143;"CDOR. DIEGO VALDERRABANO - ALC. LUIS MARICHALAR";"13/05/1987";444164.7720496;4473625.82339154;-3.65808075098689;40.4113795215093
14;634;"CDOR. DIEGO VALDERRABANO - DR. GARCIA TAPIA";"11/11/1974";444177.070370011;4473868.26344403;-3.65795708257641;40.413564383018
15;722;"AV. MARQUES CORBERA - RICARDO ORTIZ";"10/03/1977";444320.708628618;4474857.57373858;-3.6563507995751;40.4224862634553
15;1387;"FRANCISCO VILLAESPESA - HNOS. MACHADO";"06/06/1994";444962.538008279;4475523.84243519;-3.64884301391504;40.4285310871748
15;1393;"FRANCISCO VILLAESPESA - SALAS BARBADILLO";"03/08/1994";445286.330198713;4475607.40522204;-3.64503321256042;40.4293052269586
15;429;"ASCAO - EMILIO FERRARI";"09/11/1970";445675.164704616;4475717.49995338;-3.64045882622037;40.4303225068649
15;687;"POETA BLAS DE OTERO - MARIA TERESA SAENZ DE H.";"21/04/1976";444428.966884271;4474768.41855912;-3.65506693295065;40.4216903416116
15;982;"POETA BLAS DE OTERO - SANTA IRENE";"18/12/1980";444607.17827776;4474639.98791239;-3.65295513406244;40.4205452494932
15;1104;"FRANCISCO LARGO CABALLERO - NICOLAS SALMERON";"14/06/1985";446076.487134704;4474919.93615471;-3.63566009419677;40.4231637017276
15;673;"AV. DAROCA - APOSTOL SANTIAGO";"18/10/1975";444480.090622881;4475643.95181589;-3.65454078158614;40.4295810388671
15;2151;"RICARDO ORTIZ - MONTEJURRA - SAN SECUNDINO";"26/12/2012";444207.517607885;4475109.33480437;-3.65770710890639;40.4247466825493
19;1553;"SAN CIPRIANO - VILLARDONDIEGO";"28/11/1998";448402.616366488;4472796.83338541;-3.60806856715281;40.4041849196492
19;1744;"SAN CIPRIANO - LAGO VAN";"05/02/2003";448541.719794247;4472785.79951309;-3.60642844617382;40.4040941281513
19;1017;"PLAZA DE LA  VICALVARADA";"24/08/1981";448267.083229641;4473394.6840825;-3.60971432161845;40.4095623408583
19;1496;"VILLABLANCA - LOS MANANTIALES";"01/08/1997";448527.331068627;4473254.62986545;-3.6066359245747;40.4083167732287
19;1325;"VILLABLANCA - VILLAJIMENA";"19/05/1992";448702.391836531;4473160.34139333;-3.60456523809645;40.4074781660233
16;950;"CTRA. CANILLAS - CARRIL CONDE";"22/02/1980";444641.651464972;4479409.06663011;-3.65296437697592;40.4635099169678
16;759;"CTRA. CANILLAS - PEGASO";"21/10/1977";444969.229662926;4479341.36925525;-3.64909488274811;40.4629218265444
16;1431;"AV. MACHUPICHU - PL. MANUEL RODRIGO";"06/09/1995";446385.923931658;4479094.64933248;-3.63236493103788;40.460791866086
16;1267;"AV. ANDES - AV. MANUEL AZAÑA";"21/05/1991";447654.377298897;4478785.41663107;-3.61737916519164;40.4580870004961
16;1938;"AV. MACHUPICHU - ANTONIO LARRAZABAL";"08/03/2006";446660.573264973;4479045.18226645;-3.62912153779127;40.4603639158326
20;1138;"AV. CANILLEJAS A VICALVARO - J. CAMARILLO - C. BOSFORO";"23/04/1987";447877.894748645;4476718.73024773;-3.61457345992591;40.4394831348658
20;1305;"AV. CANILLEJAS A  VICALVARO - ETRURIA";"26/02/1992";448051.52074306;4476300.11053021;-3.61249211712329;40.4357228205471
20;1357;"AV. CANILLEJAS A VICALVARO - ALBAIDA";"09/02/1993";448085.553830966;4476106.32778116;-3.61207504584402;40.4339792327042
14;1155;"FUENTE CARRANTONA - HACIENDA PAVONES";"29/10/1987";446014.86743812;4472455.69910573;-3.63617734252282;40.4009603730589
14;1158;"FUENTE CARRANTONA - ENCOMIENDA PALACIOS";"05/02/1988";445859.277839209;4472159.08596378;-3.63798552563498;40.3982781963269
13;936;"AV. PABLO NERUDA - SAN CLAUDIO";"17/12/1979";445432.744822263;4471287.77701487;-3.64293676052266;40.3904010664872
14;1482;"LUIS HOYOS SAINZ 84 - COLEGIO PIO BAROJA - P.P.";"11/02/1997";445962.925314543;4472802.3174367;-3.63681883377311;40.4040795556071
14;1783;"ARROYO FONTARRON 245 - P.P.";"28/04/2004";445367.433129609;4472010.79832692;-3.64376827488031;40.396910208655
13;1274;"AV. RAFAEL ALBERTI - SAN CLAUDIO";"22/07/1991";445743.045532621;4471126.85562323;-3.63926716198293;40.3889716541031
20;1965;"SUECIA 81 - CATANIA - P.P.";"01/08/2006";448629.417425459;4475870.22934526;-3.60564411368049;40.4318860804583
20;1682;"SUECIA - JULIA GARCIA BOUTAN";"14/06/2001";448657.885451705;4475682.20360918;-3.60529331418834;40.4301939846168
20;1975;"NIZA 53 - P.P. - TRAVESIA RONDA";"03/10/2006";448471.792156837;4475895.22604766;-3.60750439696244;40.4321015163704
20;2083;"SUECIA - PSO. GINEBRA (NORTE)";"21/09/2009";448766.9199085;4475049.83739657;-3.60395696912464;40.4245039515572
20;2084;"NIZA - PSO.  GINEBRA (NORTE)";"21/09/2009";448601.036842973;4475136.90655023;-3.60591940304506;40.4252780943142
20;10026;"ARCENTALES P.P. - ESTOCOLOMO";"20/08/2020";448803.916923444;4476105.03889119;-3.60360583856958;40.434012150641
13;1654;"AV. ENTREVIAS - RONDA SUR";"05/12/2000";443980.636073296;4469756.52164956;-3.65991048725432;40.376510201421
20;732;"POBLADURA VALLE - SAN ROMAN VALLE";"17/06/1977";447105.031460352;4474941.12675815;-3.62353787855118;40.4234206233386
20;1189;"AV. ARCENTALES - SAN ROMUALDO";"28/02/1990";447467.41192627;4476086.65237422;-3.61936095537074;40.4337631716292
20;1736;"MIGUEL YUSTE - ALBASANZ";"21/11/2002";447052.03555374;4476595.07844221;-3.62430034450771;40.438317032242
20;712;"EMILIO MUÑOZ - MIGUEL YUSTE";"22/10/1976";447205.640351308;4476191.04139422;-3.62245575036799;40.4346869947035
18;1795;"REAL DE ARGANDA - PUENTELARRA - P.P.";"23/06/2004";448189.146226098;4469963.92482257;-3.61035369412656;40.3786508981067
18;2008;"AV. ENSANCHE VALLECAS - PEÑARANDA BRACAMONTE";"31/05/2007";448245.660148736;4468856.2992829;-3.60959804535192;40.3686761342509
18;2184;"AV. SUERTES - ENTREPEÑAS";"18/02/2014";448508.657662836;4469071.93775906;-3.60651786046773;40.370635047238
18;2055;"AV. ENSANCHE VALLECAS -  JOSE GUTIERREZ MAROTO";"12/08/2008";448764.623913068;4468515.82248222;-3.60345830107424;40.3656409286543
18;2043;"AV. ENSANCHE VALLECAS - RAFAEL LEON - P.P.";"22/02/2008";448936.687520861;4468408.13802929;-3.60142319253766;40.3646813842348
3;437;"DR. ESQUERDO - IBIZA";"12/03/1971";443219.404475632;4474360.81554015;-3.66928785535803;40.4179367761169
3;649;"DR. ESQUERDO - ESTRELLA POLAR";"12/02/1975";443155.868402253;4473454.45761228;-3.66995573788916;40.409767477424
2;1481;"PSO. CHOPERA - FERNANDO POO";"07/02/1997";440575.255652332;4471819.23884396;-3.7002156593887;40.3948563856738
2;1594;"JAIME CONQUISTADOR - TOMAS BORRAS";"13/08/1999";440730.927822918;4471824.90946249;-3.69838199496499;40.3949185621831
20;1182;"SAN ROMUALDO - JULIAN CAMARILLO";"10/11/1989";447323.420822319;4476465.63092663;-3.62108993493665;40.4371681278591
2;2049;"AV. PLANETARIO 20 - P.P.";"04/06/2008";441708.84528394;4471221.24534088;-3.68680449350246;40.3895494464451
2;23;"PSO. DELICIAS - ANCORA";"01/01/1960";441136.028834385;4472719.2720498;-3.69369161462675;40.4030041737422
2;1433;"JUAN ANTONIO VALLEJO-NAJERA BOTAS - ARGANDA";"15/09/1995";440007.638204889;4472587.8022221;-3.7069759678379;40.4017392912852
1;526;"GRAN VIA - SILVA";"23/08/1972";440022.148861398;4474717.60705257;-3.70700574898361;40.4209266270233
9;164;"PRINCESA - PSO. MORET";"22/02/1966";438972.359283203;4476291.08800594;-3.71953056875268;40.4350248780528
9;101;"PRINCESA - ROMERO ROBLEDO";"16/06/1962";439099.938308256;4476066.09682771;-3.71800493386083;40.4330074155519
9;1068;"PSO. PTOR. ROSALES - REY FRANCISCO";"18/01/1983";439036.792491002;4475264.71474216;-3.71867250668681;40.4257836015481
9;1702;"ROMERO ROBLEDO - MARTIN DE LOS HEROS";"23/01/2002";438910.528085083;4475963.1774949;-3.72022800003713;40.4320663855313
7;1881;"MELENDEZ VALDES - HILARION ESLAVA";"14/04/2005";439203.94931043;4476078.41984468;-3.71677992562444;40.4331260355742
7;1882;"FERNANDEZ DE LOS RIOS - HILARION ESLAVA";"14/04/2005";439217.966194021;4476337.93040902;-3.71663949970306;40.4354648398041
9;1904;"PSO. PTOR. ROSALES - ROMERO ROBLEDO";"28/09/2005";438634.329860096;4475815.51885938;-3.72346979953083;40.4307158849643
9;1566;"AV. PARANINFO - FACULTAD DERECHO";"21/04/1999";438153.537239497;4478044.729019;-3.7293546694681;40.4507618563939
9;418;"AV. COMPLUTENSE - DR. SEVERO OCHOA";"22/08/1970";438358.376026466;4477042.24498385;-3.72684190085834;40.441746315231
9;1671;"EDUARDO SAAVEDRA - INGENIEROS CAMINOS - P.P.";"22/03/2001";438046.170159525;4477600.96636415;-3.73057745969527;40.4467562836067
9;979;"JOSE ANTONIO NOVAIS - RAMIRO MAEZTU";"17/10/1980";438545.019016468;4477720.11856763;-3.72470686751131;40.4478666778248
9;365;"PSO. FLORIDA - MAESTRO SOROZABAL - 35 Y 41 - P.P.";"04/07/1969";438677.261189325;4474918.28383784;-3.72287715752287;40.4226363828861
9;588;"AV. VALLADOLID - LOECHES";"19/07/1973";437894.648538164;4475930.7717239;-3.73220085280536;40.4316992306197
6;1053;"AV. PABLO IGLESIAS - ALEJANDRO RODRIGUEZ";"22/03/1982";439617.519834961;4478667.02371458;-3.71215040145035;40.4564753705516
6;1054;"AV. PABLO IGLESIAS - ARQUITECTO SANCHEZ ARCAS";"22/03/1982";439531.724376693;4478495.17003105;-3.71314582915287;40.4549210071521
9;864;"AV. NUEVA ZELANDA - ISLA OZA";"01/01/1978";438645.465170079;4479565.72063318;-3.72370081906455;40.4644999644931
9;1919;"ALC. MARTIN ALZAGA - ARCINIEGA - P.P. 2";"30/12/2005";439465.405406102;4479427.2628038;-3.71401681186082;40.4633128299563
6;2252;"PSO. DIRECCION , 308 - ALBERDI";"03/08/2016";440111.237090095;4480143.23517704;-3.7064672379043;40.4698093896011
8;1259;"SINESIO DELGADO - GINZO LIMIA";"09/04/1991";440505.676384922;4480600.94743053;-3.70185756571407;40.4739609835712
8;844;"MELCHOR FERNANDEZ ALMAGRO - GINZO LIMIA";"01/01/1978";440379.598801433;4480933.50595076;-3.70337606564782;40.4769477563613
8;1739;"SINESIO DELGADO - PARQUE - P.P.";"26/12/2002";440057.361183172;4480345.68238925;-3.70712185921021;40.4716292250588
6;1634;"AV. ASTURIAS - PSO. DIRECCION";"21/06/2000";440701.805056045;4480414.34032488;-3.69952654436034;40.4722939797504
8;1500;"MONFORTE LEMOS - POLIDEPORTIVO - P.P.";"24/09/1997";441157.833494108;4481195.59139376;-3.69421974783513;40.4793642312513
8;1122;"PTE. BEGOÑA - SAN MODESTO";"22/05/1986";441578.645046619;4481755.19265259;-3.68930692095488;40.4844350538715
5;2260;"CORAZON DE MARIA - SAN NAZARIO";"26/01/2017";443497.75033981;4477768.84226127;-3.66631010971254;40.4486569848906
5;1079;"CLARA DEL REY - ALUSTANTE- POETA CLAUDIO RODRIGUEZ";"07/07/1983";443119.397576078;4477047.81100418;-3.67070702538128;40.4421357803599
5;244;"CLARA REY - CARTAGENA";"24/08/1967";442836.369776128;4476815.49406982;-3.67402322289244;40.4400235459194
4;420;"CARTAGENA - PILAR ZARAGOZA";"23/09/1970";443147.353174909;4476210.51693566;-3.67030249110775;40.4345949282594
4;256;"MARTINEZ IZQUIERDO - FRANCISCO ALTIMIRAS";"20/11/1967";443618.173144813;4476283.46268516;-3.66475827024094;40.4352841119107
4;690;"AV. BRASILIA - AV. BONN";"02/07/1976";443898.116887496;4476638.53697231;-3.66148920932666;40.4385017364422
4;1478;"CARTAGENA 69 - P.P.";"10/12/1996";443107.379925186;4476481.85526613;-3.67079804414447;40.4370365471872
4;1699;"AZCONA - CAMILO JOSE CELA";"16/01/2002";443407.284538413;4476300.69527935;-3.66724608371853;40.4354250284682
8;4572;"MONFORTE DE LEMOS 72-74 P.P.";"17/07/2019";439518.919720415;4481014.39600373;-3.7135369630117;40.4776142075016
5;806;"PADRE DAMIAN - PROF. WAKSMAN";"01/01/1978";441757.794317865;4478606.24676665;-3.68690420131804;40.4560806152418
10;689;"DUQUESA PARCENT 54";"25/06/1976";436564.024219296;4471913.37979952;-3.74748662257003;40.395408588346
10;553;"ALHAMBRA 80 - P.P.";"22/02/1973";436870.893069714;4472065.14103549;-3.74388602336855;40.3967990346845
10;667;"GTA. DE LOS CARMENES";"27/06/1975";436894.636049561;4471921.1774421;-3.74359200108367;40.3955039490302
10;1310;"VILLASANDINO - VILLAMANIN - VILLAGARCIA";"28/02/1992";436077.717166356;4473048.42230928;-3.7533304385105;40.4055963196437
9;1353;"AV. OSA MAYOR - ARANDIGA";"11/12/1992";432997.482189834;4478848.38836989;-3.7902395073795;40.4576017934492
12;1961;"RAFAELA YBARRA - PARQUE VIRGEN PALOMA";"05/07/2006";439553.372589529;4469950.65569382;-3.71207857279452;40.3779497120935
8;2188;"AV. SANTUARIO VALVERDE - MONASTERIO DE  LAS HUELGAS";"15/04/2014";440124.610299442;4484117.43340513;-3.70668492161423;40.505611341751
8;2026;"MONASTERIO ESCORIAL 73 - P.P.";"17/09/2007";441048.488635165;4484243.66402825;-3.69579328138327;40.5068146340152
8;1977;"MONASTERIO PAULAR - MONASTERIO SUSO YUSO";"07/11/2006";440650.489262133;4483727.75054202;-3.70044210987092;40.5021387321899
8;2053;"MONASTERIO ESCORIAL - CTRA. PARDO";"09/07/2008";439529.899490374;4483865.6034584;-3.71367949161825;40.5032996442584
11;1789;"AV. DE LA PESETA - VALLE DE BOI";"17/05/2004";435140.616329003;4468682.67928455;-3.76392887219355;40.366195494489
10;2097;"CTRA. AL Bº DE LA FORTUNA - PINAR SAN JOSE";"18/12/2009";433986.402002569;4468474.29552978;-3.7775007300475;40.3642276975004
10;903;"AV. AVIACION - MONROY";"08/02/1979";433492.800510393;4469953.28085634;-3.78346808141719;40.3775117322638
11;1208;"CNO. VIEJO LEGANES - ALEJANDRO SANCHEZ";"04/07/1990";438452.186433079;4471366.17593736;-3.72518662771297;40.3906207973468
10;1996;"AV. PORTUGAL - PTA. ANGEL";"04/05/2007";438098.464843167;4474019.94678737;-3.72961210064494;40.4145009289893
10;1997;"AV. PORTUGAL - RECINTO FERIAL - P.P.";"04/05/2007";437309.021076569;4473629.62651197;-3.73887781260681;40.4109256756755
10;1493;"CJAL. FRANCISCO JOSE JIMENEZ M. - CARAMUEL";"15/07/1997";438086.547898712;4472802.63684108;-3.72963411028548;40.4035339885807
10;1011;"VIA CARPETANA - CARAMUEL";"02/07/1981";438069.894199806;4472664.91300139;-3.72981695514063;40.4022920728989
10;1451;"SEPULVEDA - GOTARRENDURA";"13/03/1996";437506.005835643;4472842.20062543;-3.7364790002261;40.4038470242614
11;1073;"GRAL. RICARDOS - EUGENIA MONTIJO - P.P.";"18/04/1983";436761.026164903;4470287.87362866;-3.74500409802543;40.3807803057941
5;248;"VITRUVIO - JORGE MANRIQUE";"30/09/1967";441646.137351485;4477201.99466279;-3.68809194745514;40.4434226486749
5;811;"ALBERTO ALCOCER - JUAN RAMON JIMENEZ";"01/01/1978";441770.35303703;4478916.75265364;-3.68678457772441;40.4588786689127
13;1769;"AV. SAN DIEGO - PTO. DE LA BONAIGUA";"21/10/2003";443457.099550791;4470724.90989955;-3.66616330371753;40.3851986665331
11;560;"JOAQUIN TURINA - COLEGIO JUAN XXIII";"12/04/1973";435579.298813206;4469338.04965548;-3.7588286143;40.3721333682545
11;1970;"JOAQUIN TURINA - SITIO ESCORIAL";"20/09/2006";435408.7323015;4469367.3724319;-3.76084056595088;40.3723843203973
10;915;"AV. AVIACION - RAFAEL FINAT";"20/03/1979";434358.445210789;4469590.39608594;-3.77323412880848;40.3743113561985
1;176;"AMANIEL - REYES - ALAMO";"07/06/1966";439850.209321691;4475096.23888039;-3.70906820232366;40.4243251023937
8;554;"AV. GUARDIA - MANUEL ALONSO P.P.";"05/03/1973";434188.809543556;4485796.45874928;-3.7769114849101;40.520286668086
12;1645;"MIRASIERRA - CUESTA";"25/09/2000";439987.331960011;4471296.40578945;-3.70709353642806;40.3901042869659
20;6;"SAN HILARIO - AV. LUIS ARAGONES";"16/12/2011";448676.279292741;4477461.96573567;-3.60522023163244;40.4462283116985
4;2107;"SERRANO - GRAL. ORAA ";"13/05/2010";441781.199804947;4476411.11564192;-3.68642696813998;40.4363075084997
4;1223;"VELAZQUEZ - PADILLA";"17/09/1990";442015.579298621;4475884.24219963;-3.68361564075419;40.4315775527003
20;497;"ALCALA - RUFINO GONZALEZ";"28/02/1972";446741.00110496;4476851.87634027;-3.62798901591179;40.4406105532184
15;1877;"NICOLAS SALMERON - RODRIGO DE TRIANA - P.P.";"01/02/2005";446387.568954683;4474620.74503446;-3.63196799400877;40.4204885129872
8;988;"AV. ILUSTRACION - AV. BETANZOS";"06/02/1981";439570.683493326;4481311.85612475;-3.71295466241774;40.4802976024911
13;1201;"AV. BUENOS AIRES - SIERRA SALVADA";"23/05/1990";444575.834864075;4471195.99037681;-3.65302466801104;40.3895176217919
13;1192;"AV. BUENOS AIRES - ARROYO DEL OLIVAR";"15/03/1990";444579.137858185;4471057.71367712;-3.65297372252492;40.3882721607678
2;1891;"PSO. ACACIAS 15 - P.P.";"21/06/2005";440173.73887184;4472873.5074467;-3.70504555949133;40.4043250147713
19;1676;"SAN CIPRIANO - AV. GRAN VIA DEL ESTE";"10/05/2001";449367.571578777;4472552.68357675;-3.59667786255243;40.4020446928281
5;294;"LOPEZ HOYOS - RAMOS CARRION";"28/03/1968";443213.362151253;4477598.92665989;-3.66964838462123;40.4471069240679
5;1218;"CORAZON MARIA - RAMOS CARRION";"10/08/1990";443463.994054091;4477508.6536046;-3.66668499802362;40.446310782127
5;1080;"PUERTO RICO - URUGUAY";"23/08/1983";442839.193937342;4478491.78364289;-3.6741407949008;40.4551245598586
17;1691;"VILLALONSO - JUAN PEÑALVER";"31/10/2001";439412.451527218;4466759.02278272;-3.71343534630449;40.3491875415365
8;1592;"AFUERAS VALVERDE - BELLA ALTISIDORA";"30/07/1999";441322.070182979;4483278.10927195;-3.69247502145211;40.4981359662061
8;4525;"MONASTERIO EL ESCORIAL - MONASTERIO ARLANZA";"20/06/2018";441322.536596765;4484671.43540728;-3.69259861445868;40.5106875765546
8;1851;"MONASTERIO SILOS - MONASTERIO MONTESCLAROS";"11/11/2004";440463.180544177;4483861.87004605;-3.70266517481106;40.5033335070606
8;2237;"MARIA DE MAEZTU - MARIA CASARES";"25/04/2018";438660.785271378;4482815.64750347;-3.7238345041846;40.4937775240978
13;4620;"CONVENIO - AV. SAN DIEGO";"26/03/2021";442982.861255431;4471244.44456405;-3.67179670744301;40.3898466147065
16;2173;"FCO. PI Y MARGALL - PL. ALCALDE MORENO TORRES";"15/07/2013";444499.404037889;4482150.43660707;-3.65488201754657;40.4881959771198
18;1792;"REAL DE ARGANDA - RONDA DE LAS SUERTES - P.P.";"23/06/2004";447705.095906403;4470055.38189062;-3.61606320473021;40.3794445709305
7;1459;"BRAVO MURILLO - GARCIA PAREDES";"23/08/1996";440269.363023581;4476519.72439664;-3.70426118079491;40.4371786954574
2;1385;"JUAN DUQUE - PSO. MELANCOLICOS";"03/12/1993";438939.505070356;4473326.24845922;-3.71963322261616;40.4083139108836
1;771;"TOLEDO - CONCEPCION JERONIMA - COLEGIATA";"14/12/1977";439978.133069144;4473881.8746356;-3.70744569781217;40.4133947884174
4;159;"PPE. VERGARA - JORGE JUAN";"15/01/1966";442289.7572928;4474995.5216599;-3.68030272185067;40.4235905827271
11;311;"GRAL. RICARDOS - PSO. MARCELINO CAMACHO";"03/07/1968";437228.583841057;4470710.36643017;-3.739537964934;40.3846216651203
11;1013;"GRAL. RICARDOS - BLASON";"24/07/1981";437088.924270007;4470579.36578085;-3.74117029095312;40.3834310188162
15;1392;"FRANCISCO VILLAESPESA - JOSE MARIA PEREDA";"03/08/1994";445065.677407039;4475567.60638379;-3.64763094721086;40.4289321545716
15;1514;"FRANCISCO VILLAESPESA - LEDESMA";"12/02/1998";445138.33097664;4475577.18488467;-3.64677529920595;40.4290232377508
15;1388;"FRANCISCO VILLAESPESA - LAGO CONSTANZA";"06/06/1994";445212.874479168;4475589.99067218;-3.64589764746619;40.4291435122912
1;42;"PLAZA DE COLON";"01/01/1960";441427.412555221;4475184.24760311;-3.69048494658091;40.4252304572082
6;794;"GRAL. PERON - POETA JOAN MARAGALL";"01/01/1978";441280.376607724;4478185.26125091;-3.69249550556885;40.452254600019
15;656;"INSTITUCION LIBRE ENSEÑANZA - MIGUEL FLETA";"15/05/1975";446295.340729964;4475792.78025258;-3.63315409084563;40.4310409468344
20;1045;"AV. CANILLEJAS A VICALVARO - HINOJAL - COLEGIO";"26/01/1982";448112.875063852;4475957.77980199;-3.61174081642049;40.4326427265434
20;625;"AV. CANILLEJAS A VICALVARO 101 - P.P.";"02/07/1974";448142.205111577;4475780.89339666;-3.61138060668493;40.4310510542627
14;1923;"ARROYO FONTARRON 24 - P.P. - COLEGIO";"08/02/2006";446227.799856967;4471818.96571941;-3.63361445061662;40.3952380558661
10;1366;"VALMOJADO, 163";"28/04/1993";435627.843522134;4471419.93659821;-3.75846715544867;40.3908916231948
5;802;"PSO. HABANA - IFTA. MARIA TERESA";"01/01/1978";442043.786324862;4478416.24313519;-3.68351411599696;40.4543889704327
5;1585;"SERRANO 224 - P.P.";"04/06/1999";442281.50636242;4478234.09787199;-3.68069416364968;40.4527646653905
8;2203;"AV. SANTUARIO VALVERDE - MONASTERIO ARLANZA";"27/11/2014";441218.364010223;4484737.82436222;-3.69383429273023;40.5112782553255
8;2240;"COSTA BRAVA - MONASTERIO HUELGAS";"07/03/2016";439963.55922992;4483335.7275169;-3.70851150752721;40.4985578394904
8;4540;"MONASTERIO SILOS - MONASTERIO PAULAR";"25/10/2018";440645.894390826;4483849.74783013;-3.70050776749017;40.5032373969392
5;371;"CONCHA ESPINA - RODRIGUEZ MARIN";"01/08/1969";442442.743253412;4478109.62135082;-3.67878148451521;40.4516545042878
4;51;"MARIA MOLINA - NUÑEZ BALBOA";"01/01/1960";442178.724479676;4476550.96240076;-3.6817530067272;40.4375950487347
11;2059;"PSO. MARCELINO CAMACHO - CASTROJERIZ";"18/09/2008";437126.388744289;4470838.81782758;-3.74075455208415;40.385771106991
5;400;"GTA. LOPEZ HOYOS - FRANCISCO SILVELA";"04/06/1970";442276.696698474;4476864.92014122;-3.68062644630432;40.4404301370389
13;1221;"AV. BUENOS AIRES - PEDRO LABORDE";"24/08/1990";444565.447873672;4470589.55491975;-3.65309427187433;40.3840537886163
7;408;"GUZMAN EL BUENO - MELENDEZ VALDES";"07/07/1970";439497.092980043;4476063.23081852;-3.71332259711172;40.4330105818917
13;1196;"AV. ENTREVIAS - CALERO PITA - P.P.";"04/04/1990";443155.388720087;4470517.01301321;-3.66969914818933;40.3833052786925
5;555;"PRADILLO - MARCENADO";"04/04/1973";442857.011483969;4477784.10079122;-3.67386698570948;40.4487506434498
8;4526;"STO. DOMINGO DE LA CALZADA - CAPISCOL P.P.";"11/05/2018";442749.365928934;4484428.37529836;-3.67573620186686;40.5085977058379
5;1544;"PRADILLO - PANTOJA";"01/10/1998";442986.310411575;4477801.52549991;-3.67234387338168;40.4489164916084
8;1749;"GABRIELA MISTRAL - LEOPOLDO ALAS CLARIN - P.P.";"20/06/2003";437518.613077707;4481350.62733816;-3.73716726460568;40.4804949928148
8;1849;"MONTECARMELO - MONASTERIO SUSO Y YUSO";"08/11/2004";440884.382703813;4483783.26823446;-3.69768707917283;40.5026555520484
15;2068;"ALCALA - LOS URQUIZA";"21/01/2009";445178.762921955;4476123.75219481;-3.64634580856345;40.4339496848156
15;1425;"ALCALA - FEDERICO GUTIERREZ";"20/07/1995";445297.137398043;4476203.55766393;-3.64495711932852;40.4346764106296
8;2050;"ARROYO DEL MONTE P.P. - GABRIELA MISTRAL";"13/06/2008";437620.883267211;4481790.71896981;-3.73600405676565;40.4844671613766
8;2024;"ROSALIA CASTRO - P.P.";"17/09/2007";437833.382921415;4481862.3112956;-3.73350401383007;40.4851280255132
8;2051;"AV. ARROYOFRESNO - FUENTELAREYNA - P.P.";"18/06/2008";436970.949567762;4480654.18817785;-3.74355896960955;40.4741798719866
