MXASSETNUM,C,12;DESCRIPTIO,C,105;MINTDISTRI,C,20;NOMBRE_DIS,C,25;MINTBARRIO,C,10;NOMBRE_BAR,C,50;INSTALLDAT,D;MINTTIPOVI,C,15;MINTNOMBRE,C,254;MINTNUMERO,C,25;MINTNDP,C,20;TIPO,C,254;TOTAL_ELEM,N,10,0;ESTADO,C,50
7872577;C0805-Canina CALLE ISLAS JARVI 7;8;FUENCARRAL-EL PARDO;86;VALVERDE;15/05/20;CALLE;ISLAS JARVI;7;11047613;CANINAS;0;ACTIVO
5208835;C0857-Canina Z.A. C/ SAN MILLAN DE LA COGOLLA;8;FUENCARRAL-EL PARDO;86;VALVERDE;31/10/19;PASEO;SAN MILLAN DE LA COGOLLA;2;31045016;CANINAS DE JUEGOS;12;ACTIVO
7891780;C0955-CANINA-RIBERA DEL MANZANARES 49;9;MONCLOA-ARAVACA;91;CASA DE CAMPO;14/05/21;CALLE;RIBERA DEL MANZANARES;49;11051515;CANINAS DE JUEGOS;9;ACTIVO
4997956;C0901-Canina CALLE VALLE DE ARAN, 7;9;MONCLOA-ARAVACA;93;CIUDAD UNIVERSITARIA;;CALLE;VALLE DE ARAN;7;20097388;CANINAS;0;ACTIVO
5214758;C0951-Canina PARQUE JUAN XXIII;9;MONCLOA-ARAVACA;93;CIUDAD UNIVERSITARIA;04/11/19;CALLE;RECTOR ROYO-VILLANOVA;10 C;20107953;CANINAS;11;ACTIVO
4997995;C0904-Canina OFELIA NIETO;9;MONCLOA-ARAVACA;94;VALDEZARZA;;CALLE;OFELIA NIETO;57;11055424;CANINAS;0;ACTIVO
4997996;C0906-Canina SACONIA;9;MONCLOA-ARAVACA;94;VALDEZARZA;;CALLE;VALDERREY;14;11054866;CANINAS;0;ACTIVO
4997994;C0903-Canina AVENIDA VALDEMARIN, 67;9;MONCLOA-ARAVACA;95;VALDEMARIN;;AVENIDA;VALDEMARIN;67;20166322;CANINAS;0;ACTIVO
4997993;C0902-Canina AVDA. EUROPA;9;MONCLOA-ARAVACA;97;ARAVACA;;AVENIDA;EUROPA;34 A;20059124;CANINAS;0;ACTIVO
4997999;C0905-Canina PARQUE ARROYO POZUELO;9;MONCLOA-ARAVACA;97;ARAVACA;;CALLE;GOLONDRINA;36;31042917;CANINAS;0;ACTIVO
5203827;C0908-Canina Pº ERMITA - VILLA ADRIANA;9;MONCLOA-ARAVACA;97;ARAVACA;21/10/19;PASEO;ERMITA;36;11057316;CANINAS;0;ACTIVO
3568735;C1057-Canina CALLE CONCEJAL FRANCISCO JOSE JIMENEZ MARTIN, 3 (PARQUE CUÑA VERDE);10;LATINA;101;LOS CARMENES;03/10/16;;;;;CANINAS DE JUEGOS;8;ACTIVO
4998023;C1004-Canina PARQUE CARAMUEL;10;LATINA;102;PUERTA DEL ANGEL;25/01/18;CALLE;CARAMUEL;58;11061206;CANINAS;0;ACTIVO
4998010;C1003-Canina CUÑA VERDE LA LATINA;10;LATINA;103;LUCERO;;CALLE;ANTOLIN GARCIA;1;31020572;CANINAS;0;ACTIVO
7244090;C1062-CANINA-CUÑA VERDE-CUART DE POBLET;10;LATINA;103;LUCERO;19/11/20;CALLE;CUART DE POBLET;119;11063850;CANINAS DE JUEGOS;23;ACTIVO
4997300;C1001-Canina PARQUE ALUCHE;10;LATINA;104;ALUCHE;21/11/16;CALLE;VALMOJADO;2;31044411;CANINAS;0;ACTIVO
5214741;C1059-Canina PARQUE CERRO ALMODÓVAR;10;LATINA;104;ALUCHE;04/11/19;CALLE;LOS YEBENES;55;11064250;CANINAS;11;ACTIVO
4997997;C1002-Canina STA. MARGARITA PAR 45;10;LATINA;107;LAS AGUILAS;;AVENIDA;LAS AGUILAS;144;31032996;CANINAS;0;ACTIVO
5000253;C1005-Canina PZA. EN PARQUE EUROPA;10;LATINA;107;LAS AGUILAS;01/03/17;CALLE;FRAY JOSE CERDEIRIÑA;22;11067294;CANINAS;0;ACTIVO
5003319;C1006-Canina PZA. EN PARQUE EUROPA;10;LATINA;107;LAS AGUILAS;;CALLE;FRAY JOSE CERDEIRIÑA;22;11067294;CANINAS;0;ACTIVO
4996535;C1173-Canina - CALLE DE BALEARES 35;11;CARABANCHEL;111;COMILLAS;01/08/13;CALLE;BALEARES;35;11069421;CANINAS;0;ACTIVO
4996537;C1176-Canina- CALLE DE PORTALEGRE 28;11;CARABANCHEL;112;OPAÑEL;01/08/13;CALLE;PORTALEGRE;28;11070274;CANINAS;0;ACTIVO
4996536;C1175-Canina - CALLE DEL FAROLILLO 2;11;CARABANCHEL;113;SAN ISIDRO;01/08/13;CALLE;FAROLILLO;2;20064485;CANINAS;0;ACTIVO
4996542;C1180-Canina - CALLE DE EL TOBOSO 25;11;CARABANCHEL;113;SAN ISIDRO;14/09/17;CALLE;EL TOBOSO;25;11073134;CANINAS DE JUEGOS;7;ACTIVO
4996495;C1179-Canina - CALLE DEL PINGÜINO 12;11;CARABANCHEL;114;VISTA ALEGRE;01/08/13;CALLE;PINGÜINO;12;11074939;CANINAS;0;ACTIVO
4996533;C1172-Canina - PASEO DE MARCELINO CAMACHO 6;11;CARABANCHEL;114;VISTA ALEGRE;01/08/13;PASEO;MARCELINO CAMACHO;6;20022926;CANINAS;0;ACTIVO
4996540;C1178-Canina - CALLE DEL CONDE DE MORPHY 6;11;CARABANCHEL;115;PUERTA BONITA;01/08/13;CALLE;CONDE DE MORPHY;6;31005845;CANINAS;0;ACTIVO
4996578;C1170-Canina - AVENIDA DE ABRANTES 305;11;CARABANCHEL;115;PUERTA BONITA;01/08/13;AVENIDA;ABRANTES;305;31045991;CANINAS;0;ACTIVO
4996500;C1174-Canina - CAMINO DE LAS CRUCES 58;11;CARABANCHEL;116;BUENAVISTA;01/08/13;CAMINO;CRUCES;58;20145404;CANINAS;0;ACTIVO
4996539;C1177-Canina - CALLE DE ANTONIO ROMERO 14;11;CARABANCHEL;117;ABRANTES;01/08/13;CALLE;ANTONIO ROMERO;14;31000974;CANINAS;0;ACTIVO
4996499;C1171-Canina - PARQUE EMPERATRIZ MARIA DE AUSTRIA, VIA LUSITANA, 3;11;CARABANCHEL;117;ABRANTES;01/08/13;CALLE;CARRANQUE;22;31001254;CANINAS DE JUEGOS;9;ACTIVO
4996493;C1272-Canina - CALLE DE SEGURA 74;12;USERA;121;ORCASITAS;01/08/13;CALLE;SEGURA;74;11079509;CANINAS;11;ACTIVO
4996498;C1270-Canina - RONDA DE LAS COOPERATIVAS 2;12;USERA;121;ORCASITAS;01/08/13;RONDA;COOPERATIVAS;2;11080736;CANINAS;0;ACTIVO
4996497;C1271-Canina - CALLE DEL CORINDON 10;12;USERA;123;SAN FERMIN;01/08/13;CALLE;CORINDON;10;31005121;CANINAS;0;ACTIVO
4996526;C1273-Canina - AVENIDA DE RAFAELA YBARRA 33;12;USERA;126;ZOFIO;01/08/13;AVENIDA;RAFAELA YBARRA;33;11086585;CANINAS;0;ACTIVO
4998027;C1274-Canina - CALLE DE MARCELO USERA 157;12;USERA;126;ZOFIO;01/08/13;CALLE;MARCELO USERA;157;11085143;CANINAS;0;ACTIVO
5220615;C1275-Canina - AVENIDA DE LOS POBLADOS 167;12;USERA;127;PRADOLONGO;16/12/19;AVENIDA;POBLADOS;167;31007158;CANINAS DE JUEGOS;11;ACTIVO
4996534;C1370 - Canina - RONDA SUR 221;13;PUENTE DE VALLECAS;131;ENTREVIAS;01/08/13;RONDA;SUR;221;20084214;CANINAS;0;ACTIVO
4996559;C1374 - Canina - RONDA SUR 6D;13;PUENTE DE VALLECAS;131;ENTREVIAS;01/08/13;RONDA;SUR;6D;31060375;CANINAS;5;ACTIVO
4996562;C1377 - Canina - CALLE DE VIRIDIANA 13F;13;PUENTE DE VALLECAS;133;PALOMERAS BAJAS;01/08/13;CALLE;VIRIDIANA;13F;20081150;CANINAS;0;ACTIVO
5235589;C1381- Canina - CALLE COSTA BONA, 9;13;PUENTE DE VALLECAS;133;PALOMERAS BAJAS;11/12/19;CALLE;PUERTO DE COSTABONA;9;20099405;CANINAS;0;ACTIVO
4996560;C1375 - Canina - CALLE DEL ARROYO DEL OLIVAR 96;13;PUENTE DE VALLECAS;133;PALOMERAS BAJAS;01/08/13;CALLE;ARROYO DEL OLIVAR;96;11095589;CANINAS DE JUEGOS;4;INACTIVO
7056670;C1382 - Canina - AVENIDA DE LAS PALOMERAS 2;13;PUENTE DE VALLECAS;133;PALOMERAS BAJAS;25/05/20;AVENIDA;PALOMERAS;2;20059336;CANINAS DE JUEGOS;10;ACTIVO
4996575;C1376 - Canina - CALLE DEL TROLE 9G;13;PUENTE DE VALLECAS;134;PALOMERAS SURESTE;01/08/16;CALLE;TROLE;9G;31033993;CANINAS;0;ACTIVO
5107684;C1379 - Canina -CALLE RAFAEL ALBERTI, 9;13;PUENTE DE VALLECAS;134;PALOMERAS SURESTE;07/05/19;AVENIDA;RAFAEL ALBERTI;9;20176115;CANINAS DE JUEGOS;3;ACTIVO
5173910;C1380 - Canina - AVENIDA DE RAFAEL ALBERTI 51;13;PUENTE DE VALLECAS;134;PALOMERAS SURESTE;22/07/19;AVENIDA;RAFAEL ALBERTI;51;11096233;CANINAS DE JUEGOS;15;ACTIVO
4996556;C1372 - Canina - CALLE DE TANGER 9;13;PUENTE DE VALLECAS;135;PORTAZGO;01/08/13;CALLE;TANGER;9;11098004;CANINAS;0;ACTIVO
4996554;C1371 - Canina - CALLE DE FERNANDO GIRALDEZ 32;13;PUENTE DE VALLECAS;136;NUMANCIA;01/08/13;CALLE;FERNANDO GIRALDEZ;32;31018768;CANINAS;0;ACTIVO
4996550;C1473 - Canina - CALLE DE VALDEBERNARDO 18B;14;MORATALAZ;141;PAVONES;01/08/13;CALLE;VALDEBERNARDO;18B;31003522;CANINAS;0;ACTIVO
4996553;C1474 - Canina - CALLE DEL ARROYO FONTARRON 363;14;MORATALAZ;141;PAVONES;01/08/13;CALLE;ARROYO FONTARRON;361;11101201;CANINAS;0;ACTIVO
4996549;C1471 - Canina - CALLE DEL CAMINO DE LOS VINATEROS 107C;14;MORATALAZ;143;MARROQUINA;01/08/13;CALLE;CAMINO DE LOS VINATEROS;107C;31046138;CANINAS;0;ACTIVO
5068821;C1477- Canina-CALLE JOSE BERGAMIN, 62;14;MORATALAZ;143;MARROQUINA;05/04/19;CALLE;FLORENCIO CANO CRISTOBAL;11;20157764;CANINAS DE JUEGOS;8;ACTIVO
4996551;C1472 - Canina - CALLE DE LA ENCOMIENDA DE PALACIOS 170P;14;MORATALAZ;145;FONTARRON;01/08/13;CALLE;ENCOMIENDA DE PALACIOS;170P;31003513;CANINAS;0;ACTIVO
5107681;C1476 - Canina- CALLE MANUEL MARIA ARRILLAGA;14;MORATALAZ;145;FONTARRON;30/04/19;CALLE;MANUEL MARIA ARRILLAGA;26;11102156;CANINAS;0;ACTIVO
5107799;C1475 - Canina - AVENIDA MORATALAZ , PARQUE DARWIN;14;MORATALAZ;145;FONTARRON;10/04/19;AVENIDA;MORATALAZ;60;20152930;CANINAS DE JUEGOS;9;ACTIVO
4996548;C1470 - Canina - CALLE DE LA HACIENDA DE PAVONES 209;14;MORATALAZ;146;VINATEROS;01/08/13;CALLE;HACIENDA DE PAVONES;209;31044614;CANINAS;0;ACTIVO
3570075;C1585-Canina-C ANTONIO PIRALA 4;15;CIUDAD LINEAL;151;VENTAS;01/01/04;CALLE;ANTONIO PIRALA;4;20181770;CANINAS;3;ACTIVO
3570070;C1580-Canina-AV MARQUES DE CORBERA 2;15;CIUDAD LINEAL;151;VENTAS;01/01/04;AVENIDA;MARQUES DE CORBERA;2;20104438;CANINAS;3;ACTIVO
3570072;C1582-Canina-C GERARDO CORDON 46;15;CIUDAD LINEAL;151;VENTAS;01/01/04;CALLE;GERARDO CORDON;46;31011820;CANINAS;3;ACTIVO
5229171;C1589-Canina-C ANTONIO PIRALA 29;15;CIUDAD LINEAL;151;VENTAS;03/01/20;CALLE;ANTONIO PIRALA;29;11103401;CANINAS DE JUEGOS;4;ACTIVO
3570069;C1577-Canina-C NICOLAS SALMERON 3;15;CIUDAD LINEAL;152;PUEBLO NUEVO;01/01/04;CALLE;NICOLAS SALMERON;3;20076608;CANINAS;4;ACTIVO
3570074;C1584-Canina-C LUIS RUIZ 27;15;CIUDAD LINEAL;152;PUEBLO NUEVO;01/01/04;CALLE;LUIS RUIZ;27;31011818;CANINAS;3;ACTIVO
3570067;C1578-Canina-C PEPE ISBERT 11;15;CIUDAD LINEAL;152;PUEBLO NUEVO;01/01/04;CALLE;PEPE ISBERT;11;20121338;CANINAS;2;ACTIVO
5025010;C1586-Canina-TRAVESIA VAZQUEZ DE MELLA 6;15;CIUDAD LINEAL;152;PUEBLO NUEVO;13/02/19;TRAVESIA;VAZQUEZ DE MELLA;6;20078446;CANINAS DE JUEGOS;9;ACTIVO
5202151;C1587-Canina-PLAZA LA OROTAVA 6;15;CIUDAD LINEAL;152;PUEBLO NUEVO;17/09/19;PLAZA;LA OROTAVA;6;31015601;CANINAS DE JUEGOS;11;ACTIVO
5224044;C1588-Canina-AV DAROCA 99;15;CIUDAD LINEAL;152;PUEBLO NUEVO;03/01/20;AVENIDA;DAROCA;99;20117847;CANINAS DE JUEGOS;12;ACTIVO
3569404;C1573-Canina-C VIRGEN DE LLUC 44;15;CIUDAD LINEAL;153;QUINTANA;01/01/04;CALLE;VIRGEN DE LLUC;44;11109351;CANINAS;6;ACTIVO
3569402;C1574-Canina-C SIENA 59;15;CIUDAD LINEAL;153;QUINTANA;01/01/04;CALLE;SIENA;59;11109287;CANINAS;1;ACTIVO
3569403;C1575-Canina-C VIRGEN DE NURIA 2;15;CIUDAD LINEAL;154;CONCEPCION;01/01/04;CALLE;VIRGEN DE NURIA;2;31042148;CANINAS;3;ACTIVO
3570066;C1576-Canina-C ARTURO SORIA 55;15;CIUDAD LINEAL;154;CONCEPCION;01/01/04;CALLE;ARTURO SORIA;55;11110567;CANINAS;1;ACTIVO
3569400;C1572-Canina-C CANAL DE PANAMA 17;15;CIUDAD LINEAL;155;SAN PASCUAL;01/01/04;CALLE;CANAL DE PANAMA;17;11110898;CANINAS;4;ACTIVO
3570068;C1579-Canina-C CALERUEGA 28;15;CIUDAD LINEAL;159;COSTILLARES;01/01/04;CALLE;CALERUEGA;28;11112751;CANINAS;2;ACTIVO
3570073;C1583-Canina-C GOLFO DE SALONICA 11;15;CIUDAD LINEAL;159;COSTILLARES;01/01/04;CALLE;GOLFO DE SALONICA;11;20134985;CANINAS;2;ACTIVO
3575536;C1675-Canina-C FLORENCIO CASTILLO 38;16;HORTALEZA;162;PIOVERA;01/01/04;CALLE;FLORENCIO CASTILLO;38;20055118;CANINAS;2;ACTIVO
3575533;C1672-Canina-C MACUAJE 5;16;HORTALEZA;164;PINAR DEL REY;01/01/04;CALLE;MACUAJE;5;11118671;CANINAS;4;ACTIVO
3575539;C1678-Canina-C SANTA ADELA 14;16;HORTALEZA;164;PINAR DEL REY;01/01/04;CALLE;SANTA ADELA;14;31044514;CANINAS;4;ACTIVO
3575537;C1676-Canina-C CAPITAN CORTES 14;16;HORTALEZA;164;PINAR DEL REY;01/01/04;CALLE;CAPITAN CORTES;14;11119838;CANINAS;2;ACTIVO
7279711;C1679-Canina-C MAR ADRIATICO 7;16;HORTALEZA;164;PINAR DEL REY;27/11/20;CALLE;MAR ADRIATICO;7;20076191;CANINAS DE JUEGOS;13;ACTIVO
3575532;C1671-Canina-CARRETERA ESTACION DE HORTALEZA 5;16;HORTALEZA;165;APOSTOL SANTIAGO;01/01/04;CARRETERA;ESTACION DE HORTALEZA;5;20184086;CANINAS;6;ACTIVO
3575538;C1677-Canina-C MONOVAR 2;16;HORTALEZA;165;APOSTOL SANTIAGO;01/01/04;CALLE;MONOVAR;2;20121908;CANINAS;2;ACTIVO
3575534;C1673-Canina-C SOMONTIN 37;16;HORTALEZA;165;APOSTOL SANTIAGO;01/01/04;CALLE;SOMONTIN;37;11121787;CANINAS;7;ACTIVO
3575535;C1674-Canina-AV MANOTERAS 34;16;HORTALEZA;166;VALDEFUENTES;01/01/04;AVENIDA;MANOTERAS;34;20040094;CANINAS;8;ACTIVO
4996530;C1774-Canina - CALLE DE LOS AFLUENTES 12;17;VILLAVERDE;171;VILLAVERDE ALTO C.H.;01/08/13;CALLE;AFLUENTES;12;20177587;CANINAS;0;ACTIVO
4996532;C1771-Canina - PLAZA DE GOMEZ ACEBO 1;17;VILLAVERDE;171;VILLAVERDE ALTO C.H.;01/08/13;PLAZA;GOMEZ ACEBO;1;11123596;CANINAS;0;ACTIVO
5173869;C1778 - Canina - CALLE DE LAS LENGUAS 6D;17;VILLAVERDE;171;VILLAVERDE ALTO C.H.;19/07/19;CALLE;LENGUAS;6D;31019465;CANINAS DE JUEGOS;10;ACTIVO
5195543;C1779 - Canina - CALLE PROVISIONAL FERROVIARIOS UNO 13;17;VILLAVERDE;171;VILLAVERDE ALTO C.H.;25/09/19;CALLE;PROVISIONAL FERROVIARIOS UNO;13;31034716;CANINAS DE JUEGOS;8;ACTIVO
4996494;C1776-Canina - CALLE DEL ESTRONCIO 15A;17;VILLAVERDE;172;SAN CRISTOBAL;02/11/18;CALLE;ESTRONCIO;17;11127566;CANINAS DE JUEGOS;8;ACTIVO
4996528;C1773-Canina - AVENIDA DE LOS ROSALES 129;17;VILLAVERDE;173;BUTARQUE;01/08/13;AVENIDA;LOS ROSALES;129;31051872;CANINAS;0;ACTIVO
5066052;C1777-Canina - AVENIDA DE LOS ROSALES 120;17;VILLAVERDE;173;BUTARQUE;01/04/19;AVENIDA;LOS ROSALES;120;31005534;CANINAS DE JUEGOS;11;ACTIVO
4996529;C1770-Canina - CALLE DE LA COALICION 35A;17;VILLAVERDE;174;LOS ROSALES;01/08/13;CALLE;COALICION;35A;20079680;CANINAS;0;ACTIVO
