CODIGO,DISTRITO,DIRECCION,ESTADO,LONGITUD,LATITUD
FUE_15_0016,CIUDAD-LINEAL,"TRAV. VAZQUEZ DE MELLA, 6",EN SERVICIO,-3.638754,40.4358366
FUE_15_0018,CIUDAD-LINEAL,PARQUE DE LA ALMUDENA,EN SERVICIO,-3.6335875,40.4204058
FUE_15_0019,CIUDAD-LINEAL,GERMAN PEREZ CARRASCO,EN SERVICIO,-3.6476984,40.4344635
FUE_15_0020,CIUDAD-LINEAL,PARQUE DE LA ALMUDENA,EN SERVICIO,-3.6312114,40.4198025
FUE_15_0021,CIUDAD-LINEAL,PZA. DE PLATON,EN SERVICIO,-3.6519898,40.442617
FUE_15_0022,CIUDAD-LINEAL,PZA. DEL DRAGON,EN SERVICIO,-3.6563134,40.4228331
FUE_15_0023,CIUDAD-LINEAL,Z.V. COL. PARQUE SAN JUAN BAUTISTA,EN SERVICIO,-3.656698,40.4509993
FUE_15_0024,CIUDAD-LINEAL,"CALLE FAUSTINA PEÑALVER, 20A",EN SERVICIO,-3.6595075,40.4525006
FUE_15_0025,CIUDAD-LINEAL,PARQUE ARRIAGA,EN SERVICIO,-3.6372958,40.422934
FUE_15_0026,CIUDAD-LINEAL,Z.V. ENTRE VILLAESCUSA Y CEMENTERIO CIVIL,EN SERVICIO,-3.6392422,40.4237962
FUE_15_0027,CIUDAD-LINEAL,EZEQUIEL SOLANA - VITAL AZA,EN SERVICIO,-3.6450815,40.4310994
FUE_15_0029,CIUDAD-LINEAL,ZONA ESTANCIAL SAN VICENTE - PITUFOS,EN SERVICIO,-3.6449914,40.4400081
FUE_15_0030,CIUDAD-LINEAL,PARQUE SALVADOR MADARIAGA,EN SERVICIO,-3.6572806,40.439446
FUE_15_0031,CIUDAD-LINEAL,PAR VITAL AZA - CAROLINA CORONADO,EN SERVICIO,-3.6444011,40.4306036
FUE_15_0032,CIUDAD-LINEAL,"AVENIDA DE LA INSTITUCIÓN LIBRE DE ENSEÑANZA, 128",EN SERVICIO,-3.6297386,40.4256622
FUE_15_0034,CIUDAD-LINEAL,GANDHI,EN SERVICIO,-3.6360534,40.4237335
FUE_15_0035,CIUDAD-LINEAL,PINAR DE CHAMARTIN,EN SERVICIO,-3.6688167,40.4814335
FUE_15_0036,CIUDAD-LINEAL,"CALERUEGA, 72",EN SERVICIO,-3.6695371,40.4811408
FUE_15_0037,CIUDAD-LINEAL,PINAR DE CHAMARTIN,EN SERVICIO,-3.667307,40.481879
FUE_15_0038,CIUDAD-LINEAL,CALLE YERMA Nº 9,EN SERVICIO,-3.6707852,40.4759899
FUE_15_0039,CIUDAD-LINEAL,ASURA - C. COMERCIAL Y DIEGO AYLLON,EN SERVICIO,-3.6493893,40.4508814
FUE_15_0040,CIUDAD-LINEAL,PARQUE EL CEDRAL,EN SERVICIO,-3.6655375,40.4626663
FUE_15_0041,CIUDAD-LINEAL,POL. AFRICA,EN SERVICIO,-3.6280146,40.4203713
FUE_15_0042,CIUDAD-LINEAL,POL. AFRICA,EN SERVICIO,-3.6287284,40.4193743
FUE_15_0043,CIUDAD-LINEAL,"STA. FELICIDAD, 35",EN SERVICIO,-3.6499189,40.4250775
FUE_15_0045,CIUDAD-LINEAL,AVDA. DAROCA - STA. GENOVEVA,EN SERVICIO,-3.6473352,40.4267148
FUE_15_0046,CIUDAD-LINEAL,ARTE,EN SERVICIO,-3.6711678,40.4822919
FUE_15_0048,CIUDAD-LINEAL,ASCAO - LUIS RUIZ,EN SERVICIO,-3.6393971,40.4304032
FUE_15_0049,CIUDAD-LINEAL,ASCAO - LUIS RUIZ,EN SERVICIO,-3.6385714,40.4303356
FUE_15_0050,CIUDAD-LINEAL,Bº BILBAO - ARCENTALES,EN SERVICIO,-3.6365565,40.4262835
FUE_15_0051,CIUDAD-LINEAL,PARQUE MALMOE,EN SERVICIO,-3.6259501,40.4155611
FUE_15_0052,CIUDAD-LINEAL,CANAL DEL ESTE,EN SERVICIO,-3.6334818,40.4280378
FUE_15_0054,CIUDAD-LINEAL,ELFO - SIENA,EN SERVICIO,-3.6514508,40.4329769
FUE_15_0055,CIUDAD-LINEAL,"SIENA, 57",EN SERVICIO,-3.6515902,40.433525
FUE_15_0056,CIUDAD-LINEAL,PZA. VIRGEN DEL CORO,EN SERVICIO,-3.6578556,40.4341202
FUE_15_0057,CIUDAD-LINEAL,"DALIA, 12",EN SERVICIO,-3.6658475,40.4782021
FUE_15_0058,CIUDAD-LINEAL,PZA. VIRGEN DE LA ROCA,EN SERVICIO,-3.6575749,40.4354056
FUE_15_0059,CIUDAD-LINEAL,"GOLFO DE SALONICA, 19",EN SERVICIO,-3.6668329,40.477038
FUE_15_0060,CIUDAD-LINEAL,PARQUE DE LOS TILOS,EN SERVICIO,-3.6339228,40.4227793
FUE_15_0062,CIUDAD-LINEAL,PARQUE DE LOS TILOS,EN SERVICIO,-3.6342912,40.4222591
FUE_15_0063,CIUDAD-LINEAL,PARQUE DE LOS TILOS,EN SERVICIO,-3.6347905,40.4222759
FUE_16_0001,HORTALEZA,AV. PAPA NEGRO Nº 1,EN SERVICIO,-3.6338255,40.4510036
FUE_16_0002,HORTALEZA,AV. CARONDELET Nº 35,FUERA DE SERVICIO,-3.639939,40.4496239
FUE_16_0003,HORTALEZA,"ESTRECHO DE ORMUZ, 6",CERRADA TEMPORALMENTE,-3.6435778,40.4707781
FUE_16_0004,HORTALEZA,PARQUE DE GOMEZNARRO,EN SERVICIO,-3.6523091,40.4631764
FUE_16_0005,HORTALEZA,PARQUE DE GOMEZNARRO,EN SERVICIO,-3.6527868,40.4604816
FUE_16_0006,HORTALEZA,CARRIL DEL CONDE - LOS CAMINOS,EN SERVICIO,-3.6544986,40.4596579
FUE_16_0007,HORTALEZA,PARQUE EN CUEVAS DE ALMANZORA,EN SERVICIO,-3.6622289,40.4742541
FUE_16_0008,HORTALEZA,PARQUE EN CUEVAS DE ALMANZORA,EN SERVICIO,-3.6605513,40.4753641
FUE_16_0009,HORTALEZA,"ACONCAGUA, 2",EN SERVICIO,-3.6321497,40.4686424
FUE_16_0010,HORTALEZA,"LAS PEDROÑERAS, 39",EN SERVICIO,-3.63137,40.4680659
FUE_16_0011,HORTALEZA,"LAS PEDROÑERAS, 50",EN SERVICIO,-3.6307375,40.4681646
FUE_16_0012,HORTALEZA,AVDA. DE CELIO VILLALBA Nº 14,EN SERVICIO,-3.6379636,40.4748187
FUE_16_0013,HORTALEZA,ISLETAS MOTA CUERVO,EN SERVICIO,-3.6310036,40.4650777
FUE_16_0014,HORTALEZA,PARQUE ALFREDO KRAUS,FUERA DE SERVICIO,-3.6398107,40.4705106
FUE_16_0015,HORTALEZA,PARQUE CHIQUINQUIRA - CALI,CERRADA TEMPORALMENTE,-3.6388603,40.4715229
FUE_16_0016,HORTALEZA,PZA. MOTA DEL CUERVO,EN SERVICIO,-3.6316947,40.4653177
FUE_16_0017,HORTALEZA,"MAR DE LAS ANTILLAS, 8",EN SERVICIO,-3.6452359,40.4746859
FUE_16_0018,HORTALEZA,HUERTA DE LA SALUD,EN SERVICIO,-3.6463981,40.4756383
FUE_16_0020,HORTALEZA,"MAR ADRIATICO, 2",EN SERVICIO,-3.637541,40.4702392
FUE_16_0024,HORTALEZA,PZA. STA. MARIA - VIRGEN DE LA SALUD,EN SERVICIO,-3.6448531,40.47622
FUE_16_0025,HORTALEZA,PZA. STA. MARIA - VIRGEN DE LA SALUD,EN SERVICIO,-3.6442302,40.4759567
FUE_16_0027,HORTALEZA,Bº VIRGEN DEL CORTIJO,EN SERVICIO,-3.6621976,40.4877973
FUE_16_0028,HORTALEZA,Bº VIRGEN DEL CORTIJO,EN SERVICIO,-3.6631656,40.4881661
FUE_16_0029,HORTALEZA,PARQUE ISABEL CLARA EUGENIA,EN SERVICIO,-3.6471943,40.472821
FUE_16_0030,HORTALEZA,"MAR DEL JAPON, 7",EN SERVICIO,-3.6415243,40.4733565
FUE_16_0031,HORTALEZA,BULEVAR  C/ AÑASTRO,EN SERVICIO,-3.66003,40.4696357
FUE_16_0032,HORTALEZA,BULEVAR  C/ AÑASTRO,EN SERVICIO,-3.6617405,40.4681998
FUE_16_0033,HORTALEZA,PAR CALANDA,EN SERVICIO,-3.6414571,40.4624505
FUE_16_0034,HORTALEZA,MAR DE BERING - PZA. DE LA IGLESIA,FUERA DE SERVICIO,-3.6409429,40.472789
FUE_16_0035,HORTALEZA,TORQUEMADA - TRIBALDOS,EN SERVICIO,-3.6385787,40.4676369
FUE_16_0038,HORTALEZA,"VELACHO ALTO, 3",EN SERVICIO,-3.6582035,40.4720359
FUE_16_0039,HORTALEZA,PARQUE DE DOÑA GUIOMAR,FUERA DE SERVICIO,-3.656854,40.4744841
FUE_16_0040,HORTALEZA,PARQUE DE DOÑA GUIOMAR,EN SERVICIO,-3.6563633,40.474625
FUE_16_0041,HORTALEZA,"P.K. 6,100 (AVC)",FUERA DE SERVICIO,-3.6294818,40.4688926
FUE_16_0042,HORTALEZA,PZA. GOLMAYO,EN SERVICIO,-3.6619535,40.4672778
FUE_16_0043,HORTALEZA,C. DE MAYORES LAS CARCAVAS,EN SERVICIO,-3.6298696,40.4803887
FUE_16_0045,HORTALEZA,PARQUE AVDA. DE LOS MADROÑOS,EN SERVICIO,-3.6477586,40.4510118
FUE_16_0046,HORTALEZA,JARDIN DE PORTUGALETE - ULISES,EN SERVICIO,-3.6534584,40.4577893
FUE_16_0047,HORTALEZA,PARQUE LOS LLANOS,EN SERVICIO,-3.6347091,40.46185
FUE_16_0048,HORTALEZA,"DIONISIO INCA YUPANQUI, 13",EN SERVICIO,-3.6327718,40.4615527
FUE_16_0049,HORTALEZA,"DIONISIO INCA YUPANQUI, 23",EN SERVICIO,-3.6318718,40.461538
FUE_16_0050,HORTALEZA,"DIONISIO INCA YUPANQUI, 35",EN SERVICIO,-3.6304432,40.4614824
FUE_16_0051,HORTALEZA,"DIONISIO INCA YUPANQUI, 43",EN SERVICIO,-3.629229,40.4614517
FUE_16_0052,HORTALEZA,"DIONISIO INCA YUPANQUI, 57",EN SERVICIO,-3.6272563,40.4615525
FUE_16_0053,HORTALEZA,"FLORENCIO CASTILLO, 31",EN SERVICIO,-3.6219518,40.4582814
FUE_16_0054,HORTALEZA,Z.V. FRANCISCO MOREJON,EN SERVICIO,-3.623507,40.460172
FUE_16_0055,HORTALEZA,PZA. ANDRES JAUREGUI,FUERA DE SERVICIO,-3.6291408,40.4631332
FUE_16_0056,HORTALEZA,TALUD RAMON POWER,EN SERVICIO,-3.6324954,40.4637576
FUE_16_0057,HORTALEZA,TALUD RAMON POWER,EN SERVICIO,-3.6304854,40.4637259
FUE_16_0058,HORTALEZA,TALUD RAMON POWER,EN SERVICIO,-3.6312275,40.4637303
FUE_16_0059,HORTALEZA,TALUD RAMON POWER,EN SERVICIO,-3.6287025,40.4637033
FUE_17_0001,VILLAVERDE,"SAHARA, 89",EN SERVICIO,-3.6919042,40.3528147
FUE_17_0002,VILLAVERDE,"AMERICIO, 25",EN SERVICIO,-3.6834551,40.3543917
FUE_17_0003,VILLAVERDE,PARQUE CIUDAD DE LOS ÁNGELES,EN SERVICIO,-3.6971129,40.3535859
FUE_17_0004,VILLAVERDE,PARQUE CIUDAD DE LOS ÁNGELES,EN SERVICIO,-3.6959381,40.3540731
FUE_17_0005,VILLAVERDE,PARQUE CIUDAD DE LOS ÁNGELES,EN SERVICIO,-3.6961622,40.3548984
FUE_17_0007,VILLAVERDE,PARQUE HUERTA DEL OBISPO-VILLAVERDE,CERRADA TEMPORALMENTE,-3.712156,40.3474018
FUE_17_0008,VILLAVERDE,PARQUE HUERTA DEL OBISPO-VILLAVERDE,EN SERVICIO,-3.7114893,40.3474483
FUE_17_0011,VILLAVERDE,PARQUE DEL ESPINILLO,FUERA DE SERVICIO,-3.6850098,40.3611373
FUE_17_0012,VILLAVERDE,CALLE UNANIMIDAD Nº 40,EN SERVICIO,-3.6864779,40.3625026
FUE_17_0016,VILLAVERDE,C/ COALICION,EN SERVICIO,-3.6881914,40.3564843
FUE_17_0017,VILLAVERDE,Pº PLATA Y CASTAÑAR - ISLAS,EN SERVICIO,-3.7170304,40.3514404
FUE_17_0020,VILLAVERDE,PARQUE NORTE SAN LUCIANO,CERRADA TEMPORALMENTE,-3.6947334,40.3636345
FUE_17_0021,VILLAVERDE,PARQUE NORTE SAN LUCIANO,EN SERVICIO,-3.6959425,40.3637196
FUE_17_0022,VILLAVERDE,PARQUE VIRGEN DE LA ESPERANZA,CERRADA TEMPORALMENTE,-3.700136,40.3508291
FUE_17_0024,VILLAVERDE,PARQUE VIRGEN DE LA ESPERANZA,EN SERVICIO,-3.7016437,40.3505156
FUE_17_0025,VILLAVERDE,AVDA. ANDALUCÍA - CENTRO COMERCIAL,EN SERVICIO,-3.6933141,40.3624562
FUE_17_0026,VILLAVERDE,VILLALONSO PUEBLA DE SANABRIA,EN SERVICIO,-3.7076856,40.3498476
FUE_17_0027,VILLAVERDE,TÍO BASILIO,EN SERVICIO,-3.7109054,40.3495417
FUE_17_0028,VILLAVERDE,CALLE BERROCAL 12,EN SERVICIO,-3.677453,40.3478432
FUE_17_0029,VILLAVERDE,CALLE BERROCAL 40,EN SERVICIO,-3.6766794,40.3449133
FUE_17_0030,VILLAVERDE,CALLE BERROCAL 74,EN SERVICIO,-3.675053,40.3409712
FUE_17_0031,VILLAVERDE,PARQUE ESMALTINA,EN SERVICIO,-3.6765672,40.3415864
FUE_17_0039,VILLAVERDE,PZA. DOCTOR CRIADO,EN SERVICIO,-3.7052242,40.3485145
FUE_17_0043,VILLAVERDE,PARQUE DE PLATA Y CASTAÑAR,EN SERVICIO,-3.7169196,40.346381
FUE_17_0046,VILLAVERDE,PARQUE DEHESA BOYAL,EN SERVICIO,-3.6907066,40.3452551
FUE_17_0047,VILLAVERDE,PARQUE DEHESA BOYAL,EN SERVICIO,-3.6859485,40.3459247
FUE_17_0049,VILLAVERDE,PARQUE DE LA AMISTAD,EN SERVICIO,-3.6919077,40.3484895
FUE_17_0061,VILLAVERDE,COL. EL AHORRO,EN SERVICIO,-3.6969493,40.3616829
FUE_17_0062,VILLAVERDE,PARQUE EL CRUCE,EN SERVICIO,-3.6947462,40.3508025
FUE_17_0063,VILLAVERDE,PARQUE LOS ROSALES,EN SERVICIO,-3.6765094,40.3516015
FUE_17_0064,VILLAVERDE,"UNANIMIDAD, 43",EN SERVICIO,-3.6839625,40.3593038
FUE_17_0065,VILLAVERDE,PZA. DE GÓMEZ ACEBO,EN SERVICIO,-3.709165,40.3421302
FUE_17_0067,VILLAVERDE,"CALLE ESTEFANITA, FAROLA 29",EN SERVICIO,-3.6738123,40.3411638
FUE_17_0068,VILLAVERDE,"CALLE ESTEFANITA, 12",EN SERVICIO,-3.67533,40.34655
FUE_17_0069,VILLAVERDE,"CANCION DEL OLVIDO, 20",EN SERVICIO,-3.7001542,40.3616529
FUE_17_0070,VILLAVERDE,INTBL. DOÑA FRANCISQUITA - HDAD. DONANTES,EN SERVICIO,-3.6983091,40.3551227
FUE_17_0071,VILLAVERDE,INT HUESPED DEL SEVILLANO DÑA FRANCISQUITA,EN SERVICIO,-3.6987395,40.3563231
FUE_17_0072,VILLAVERDE,SOTO DEL PARRAL Nº 59 (POSTERIOR),EN SERVICIO,-3.6991145,40.3577231
FUE_17_0073,VILLAVERDE,INTBL. SOTO DEL PARRAL- HUESPED SEVILLANO,EN SERVICIO,-3.697784,40.3566474
FUE_17_0074,VILLAVERDE,"CALLE CHIQUITA, 1",EN SERVICIO,-3.7025587,40.3458967
FUE_17_0075,VILLAVERDE,PARQUE FORESTAL JULIO  ALGUACIL  GÓMEZ,FUERA DE SERVICIO,-3.7200125,40.354834
FUE_17_0076,VILLAVERDE,PARQUE FORESTAL JULIO  ALGUACIL  GÓMEZ,FUERA DE SERVICIO,-3.7186859,40.3548403
FUE_17_0077,VILLAVERDE,PARQUE FORESTAL JULIO  ALGUACIL  GÓMEZ,FUERA DE SERVICIO,-3.7167806,40.3548642
FUE_17_0078,VILLAVERDE,PARQUE FORESTAL JULIO  ALGUACIL  GÓMEZ,EN SERVICIO,-3.7150653,40.3549832
FUE_17_0079,VILLAVERDE,PARQUE FORESTAL JULIO  ALGUACIL  GÓMEZ,FUERA DE SERVICIO,-3.7194903,40.3564498
FUE_17_0080,VILLAVERDE,PARQUE FORESTAL JULIO  ALGUACIL  GÓMEZ,FUERA DE SERVICIO,-3.718593,40.3564795
FUE_17_0081,VILLAVERDE,PARQUE FORESTAL JULIO  ALGUACIL  GÓMEZ,FUERA DE SERVICIO,-3.7179251,40.3558691
FUE_17_0082,VILLAVERDE,PARQUE FORESTAL JULIO  ALGUACIL  GÓMEZ,FUERA DE SERVICIO,-3.7179945,40.3564711
FUE_17_0083,VILLAVERDE,PARQUE FORESTAL JULIO  ALGUACIL  GÓMEZ,FUERA DE SERVICIO,-3.7181046,40.3579523
FUE_17_0084,VILLAVERDE,PARQUE FORESTAL JULIO  ALGUACIL  GÓMEZ,FUERA DE SERVICIO,-3.71753,40.3587148
FUE_18_0018,VILLA-DE-VALLECAS,PUENTELARRA  28 EN INTERBLOQUE,EN SERVICIO,-3.6109854,40.3820196
FUE_18_0020,VILLA-DE-VALLECAS,CALLE DE ZAZUAR EN PARQUE JUNTO A COLEGIO,EN SERVICIO,-3.6085116,40.3814463
FUE_18_0021,VILLA-DE-VALLECAS,CALLE DE MILMARCOS,EN SERVICIO,-3.6199487,40.3754346
FUE_18_0022,VILLA-DE-VALLECAS,PARQUE CALLE DE BUBIERCA,EN SERVICIO,-3.619571,40.374924
FUE_18_0025,VILLA-DE-VALLECAS,VILLAR DEL POZO CON CALLE CONGOSTO,EN SERVICIO,-3.617497,40.3711826
FUE_18_0028,VILLA-DE-VALLECAS,PUERTO DE LUMBRERAS PARQUE URPISA,EN SERVICIO,-3.6199284,40.3823091
FUE_18_0029,VILLA-DE-VALLECAS,PARQUE PICO DE LA CIERVA O PARQUE DEL CEMENTERIO,EN SERVICIO,-3.6184812,40.378597
FUE_18_0030,VILLA-DE-VALLECAS,"PTO. DE PORZUNA, 1-31",EN SERVICIO,-3.6222714,40.3747858
FUE_18_0032,VILLA-DE-VALLECAS,PEÑA CERVERA EN PARQUE,EN SERVICIO,-3.6204707,40.3701858
FUE_18_0033,VILLA-DE-VALLECAS,"CALLE BABILAFUENTE, 9",EN SERVICIO,-3.6238868,40.3711803
FUE_18_0035,VILLA-DE-VALLECAS,"CALLE PUERTO PORZUNA, 33",EN SERVICIO,-3.6244272,40.3730037
FUE_18_0037,VILLA-DE-VALLECAS,"CALLE REAL DE ARGANDA, 47",EN SERVICIO,-3.6155643,40.379776
FUE_18_0039,VILLA-DE-VALLECAS,CASTRILLO DE AZA JUNTO HACIENDA,EN SERVICIO,-3.608783,40.3844864
FUE_18_0040,VILLA-DE-VALLECAS,PASEO ENTRE CALLE DE LAS VIÑAS Y FUENTESPINA,EN SERVICIO,-3.606046,40.3805108
FUE_18_0045,VILLA-DE-VALLECAS,PLAZA JUAN DE MALASAÑA Nº 12 (TRAVESIA GAVIA CON JESUS DEL PINO),EN SERVICIO,-3.6212857,40.3806628
FUE_18_0046,VILLA-DE-VALLECAS,PLAZA SIERRA DE GRAZALEMA Nº 12,EN SERVICIO,-3.6184568,40.3735757
FUE_18_0047,VILLA-DE-VALLECAS,AV. DE LA GAVIA  40,EN SERVICIO,-3.6130756,40.3718299
FUE_18_0048,VILLA-DE-VALLECAS,CAÑADA DEL SANTISIMO 30,EN SERVICIO,-3.5986857,40.3644106
FUE_18_0049,VILLA-DE-VALLECAS,PICO  MANPODRE 21,EN SERVICIO,-3.6204307,40.3775496
FUE_18_0050,VILLA-DE-VALLECAS,ENTREPEÑAS    71,EN SERVICIO,-3.6098583,40.3657308
FUE_18_0051,VILLA-DE-VALLECAS,AV.MAYORAZGO 20,EN SERVICIO,-3.6325054,40.3698428
FUE_18_0052,VILLA-DE-VALLECAS,"SIERRA DE LA DEMANDA, 32",EN SERVICIO,-3.6380556,40.3676711
FUE_18_0053,VILLA-DE-VALLECAS,CALLE ALTO DEL RETIRO  -   ANTONIO GADES,EN SERVICIO,-3.5915423,40.3684566
FUE_18_0054,VILLA-DE-VALLECAS,FERNANDO CHUECA GOITIA,EN SERVICIO,-3.5933221,40.3622654
FUE_18_0055,VILLA-DE-VALLECAS,DEL RAYO VALLECANO DE MADRID,EN SERVICIO,-3.6100621,40.3783468
FUE_18_0056,VILLA-DE-VALLECAS,ARTE FIGURATIVO Nº 30,EN SERVICIO,-3.584832,40.3587728
FUE_18_0057,VILLA-DE-VALLECAS,CALLE ISLA DE GUAM Nº 60,EN SERVICIO,-3.6326927,40.3647053
FUE_18_0058,VILLA-DE-VALLECAS,CALLE ISLA DE GUAM Nº 60,EN SERVICIO,-3.6313758,40.3655111
FUE_18_0059,VILLA-DE-VALLECAS,CALLE JOSE GUTIERREZ MAROTO 43,EN SERVICIO,-3.6064975,40.3633436
FUE_18_0060,VILLA-DE-VALLECAS,AVENIDA LA GAVIA 13,EN SERVICIO,-3.6093495,40.3745846
FUE_18_0061,VILLA-DE-VALLECAS,CAMINO VASARES 4,EN SERVICIO,-3.6174478,40.3833451
FUE_18_0062,VILLA-DE-VALLECAS,AVENIDA LA GAVIA 66,FUERA DE SERVICIO,-3.6166027,40.3684568
FUE_18_0063,VILLA-DE-VALLECAS,CALLE LA GRANJA DE SAN ILDEFONSO 1,EN SERVICIO,-3.6265047,40.3705915
FUE_18_0064,VILLA-DE-VALLECAS,CAÑADA DEL SANTISIMO 45,CERRADA TEMPORALMENTE,-3.5996498,40.3629672
FUE_18_0065,VILLA-DE-VALLECAS,AV. GRAN VIA SURESTE 14-16 POSTERIOR,EN SERVICIO,-3.5884999,40.3649137
FUE_18_0066,VILLA-DE-VALLECAS,AVENIDA DE LAS SUERTES FRENTE Nº 98,EN SERVICIO,-3.5910691,40.3636757
FUE_18_0067,VILLA-DE-VALLECAS,CALLE PILAR DE MADARIAGA ROJO CV AVENIDA DE LAS SUERTES,EN SERVICIO,-3.5905885,40.3642237
FUE_19_0052,VICALVARO,CALLE ZEUS,EN SERVICIO,-3.5988612,40.4043338
FUE_19_0053,VICALVARO,PARQUE DE LA CATALANA,EN SERVICIO,-3.5902187,40.4078219
FUE_19_0055,VICALVARO,RECINTOS FERIALES JUNTO A AUDITORIO,EN SERVICIO,-3.5963362,40.4051359
FUE_19_0056,VICALVARO,RECINTOS FERIALES JUNTO A POLICIA,EN SERVICIO,-3.5980137,40.405822
FUE_19_0057,VICALVARO,RECINTOS FERIALES JUNTO A POLICIA,EN SERVICIO,-3.59795,40.405911
FUE_19_0059,VICALVARO,PARQUE LAGO SANABRIA,EN SERVICIO,-3.6088076,40.4038361
FUE_19_0062,VICALVARO,CALLE DE SAN CIPRIANO CON CALLE DE AMBROZ,EN SERVICIO,-3.6058404,40.4043826
FUE_19_0064,VICALVARO,PARQUE DE LA CATALANA,EN SERVICIO,-3.5925267,40.4050541
FUE_19_0065,VICALVARO,PARQUE DE LA CATALANA,EN SERVICIO,-3.5918537,40.4059633
FUE_19_0067,VICALVARO,CUÑA VERDE VICÁLVARO ZONA C,EN SERVICIO,-3.61367,40.4160411
FUE_19_0068,VICALVARO,CUÑA VERDE VICÁLVARO ZONA B JUNTO A ZONA DE JUEGOS INFANTILES,FUERA DE SERVICIO,-3.6138222,40.4124723
FUE_19_0069,VICALVARO,CUÑA VERDE VICÁLVARO ZONA B JUNTO A ESTANQUE,FUERA DE SERVICIO,-3.6147354,40.4128903
FUE_19_0070,VICALVARO,CUÑA VERDE VICÁLVARO ZONA B JUNTO A RÍA,EN SERVICIO,-3.6119705,40.4128525
FUE_19_0071,VICALVARO,CUÑA VERDE VICÁLVARO ZONA B  CERCA DE LA PASARELA,FUERA DE SERVICIO,-3.6160477,40.4117242
FUE_19_0072,VICALVARO,CUÑA VERDE VICÁLVARO ZONA B JUNTO A PUENTE,EN SERVICIO,-3.6183289,40.4114782
FUE_19_0073,VICALVARO,CUÑA VERDE VICÁLVARO ZONA B JUNTO A CAMPOS DE FUTBOL Y ANILLO CICLISTA,CERRADA TEMPORALMENTE,-3.6166736,40.4106313
FUE_19_0074,VICALVARO,CUÑA VERDE VICÁLVARO ZONA B JUNTO A CAMPOS DE FUTBOL,CERRADA TEMPORALMENTE,-3.6170592,40.4111711
FUE_19_0075,VICALVARO,CUÑA VERDE VICÁLVARO ZONA A JUNTO A CASETA,FUERA DE SERVICIO,-3.6119337,40.4118009
FUE_19_0076,VICALVARO,CUÑA VERDE VICÁLVARO ZONA A JUNTO A CASETA,EN SERVICIO,-3.6120271,40.4117732
FUE_19_0077,VICALVARO,CUÑA VERDE VICÁLVARO ZONA A EN PASEO,EN SERVICIO,-3.6152168,40.4100993
FUE_19_0078,VICALVARO,CUÑA VERDE VICÁLVARO ZONA A JUNTO A JUEGOS INFANTILES,EN SERVICIO,-3.6156974,40.4101535
FUE_19_0079,VICALVARO,PARQUE EZCARAY,EN SERVICIO,-3.6136494,40.4110052
FUE_19_0080,VICALVARO,CALLE 'VILLAJIMENA 107,EN SERVICIO,-3.6055297,40.4068355
FUE_19_0092,VICALVARO,PARQUE DE LA CATALANA,EN SERVICIO,-3.5907731,40.4074302
FUE_19_0101,VICALVARO,PARQUE LADERA DE LOS ALMENDROS,EN SERVICIO,-3.6260197,40.399517
FUE_19_0102,VICALVARO,CALLE DE SAN CIPRIANO CON CALLE DE AMBROZ,EN SERVICIO,-3.6053255,40.4054228
FUE_19_0104,VICALVARO,PLAZA DE JUAN BENET,FUERA DE SERVICIO,-3.6228317,40.3999282
FUE_19_0105,VICALVARO,"CALLE JUGLARES, 14C",EN SERVICIO,-3.6219241,40.4023371
FUE_19_0106,VICALVARO,PLAZA JUAN CARLOS ONETI,FUERA DE SERVICIO,-3.6195768,40.4018158
FUE_19_0107,VICALVARO,BULEVAR INDALECIO PRIETO CON CALLE DE  LOS JUGLARES,EN SERVICIO,-3.6203454,40.4030098
FUE_19_0108,VICALVARO,"BULEVAR INDALECIO PRIETO, 45 CON CALLE DE  COPERNICO",EN SERVICIO,-3.6233727,40.3954768
FUE_19_0109,VICALVARO,BULEVAR INDALECIO PRIETO CON CALLE DE  LAS PINILLAS,EN SERVICIO,-3.6220682,40.398727
FUE_19_0110,VICALVARO,PLAZA DE JUAN ROF CARBALLO,EN SERVICIO,-3.6205468,40.3993913
FUE_19_0111,VICALVARO,PLAZA  ANTONIO ANDRÉS JUNTA MUNICIPAL,EN SERVICIO,-3.6059146,40.4020426
FUE_19_0112,VICALVARO,PARQUE DE LA VICALVARADA JUNTO A ZONA CANINA,FUERA DE SERVICIO,-3.6085296,40.4095349
FUE_19_0113,VICALVARO,PARQUE DE LA VICALVARADA JUNTO A ZONA DE JUEGOS,FUERA DE SERVICIO,-3.6081698,40.4099502
FUE_19_0115,VICALVARO,PARQUE VALDEBERNARDO ESTE,FUERA DE SERVICIO,-3.6179865,40.4012997
FUE_19_0116,VICALVARO,PARQUE VALDEBERNARDO ESTE JUNTO A ANILLO CICLISTA,FUERA DE SERVICIO,-3.6167552,40.397773
FUE_19_0118,VICALVARO,PARQUE VALDEBERNARDO ESTE JUNTO A ZONA DE JUEGOS,FUERA DE SERVICIO,-3.6170458,40.4017348
FUE_19_0120,VICALVARO,PARQUE VALDEBERNARDO ESTE JUNTO A PISTAS DEPORTIVAS,FUERA DE SERVICIO,-3.617792,40.3993897
FUE_19_0121,VICALVARO,PARQUE VALDEBERNARDO ESTE JUNTO A CASETA,FUERA DE SERVICIO,-3.6183967,40.4003204
FUE_19_0122,VICALVARO,PARQUE VALDEBERNARDO ESTE EN PASEO CENTRAL,FUERA DE SERVICIO,-3.6168843,40.399151
