municipio_codigo;municipio_nombre;sexo;rango_edad;poblacion_empadronada
031;Cadalso de los Vidrios;Mujer;De 80 a 84 años;46
031;Cadalso de los Vidrios;Mujer;De 85 a 89 años;58
031;Cadalso de los Vidrios;Mujer;De 90 a 94 años;29
031;Cadalso de los Vidrios;Mujer;De 95 a 99 años;14
031;Cadalso de los Vidrios;Mujer;De 100 y más años;3
032;Camarma de Esteruelas;Hombre;De 0 a 4 años;199
032;Camarma de Esteruelas;Hombre;De 5 a 9 años;310
032;Camarma de Esteruelas;Hombre;De 10 a 14 años;273
032;Camarma de Esteruelas;Hombre;De 15 a 19 años;194
032;Camarma de Esteruelas;Hombre;De 20 a 24 años;151
032;Camarma de Esteruelas;Hombre;De 25 a 29 años;175
032;Camarma de Esteruelas;Hombre;De 30 a 34 años;216
032;Camarma de Esteruelas;Hombre;De 35 a 39 años;342
032;Camarma de Esteruelas;Hombre;De 40 a 44 años;419
032;Camarma de Esteruelas;Hombre;De 45 a 49 años;337
032;Camarma de Esteruelas;Hombre;De 50 a 54 años;260
032;Camarma de Esteruelas;Hombre;De 55 a 59 años;197
032;Camarma de Esteruelas;Hombre;De 60 a 64 años;160
032;Camarma de Esteruelas;Hombre;De 65 a 69 años;133
032;Camarma de Esteruelas;Hombre;De 70 a 74 años;93
032;Camarma de Esteruelas;Hombre;De 75 a 79 años;64
032;Camarma de Esteruelas;Hombre;De 80 a 84 años;40
032;Camarma de Esteruelas;Hombre;De 85 a 89 años;22
032;Camarma de Esteruelas;Hombre;De 90 a 94 años;3
032;Camarma de Esteruelas;Hombre;De 95 a 99 años;2
032;Camarma de Esteruelas;Hombre;De 100 y más años;0
032;Camarma de Esteruelas;Mujer;De 0 a 4 años;209
032;Camarma de Esteruelas;Mujer;De 5 a 9 años;279
032;Camarma de Esteruelas;Mujer;De 10 a 14 años;235
032;Camarma de Esteruelas;Mujer;De 15 a 19 años;173
032;Camarma de Esteruelas;Mujer;De 20 a 24 años;159
032;Camarma de Esteruelas;Mujer;De 25 a 29 años;200
032;Camarma de Esteruelas;Mujer;De 30 a 34 años;212
032;Camarma de Esteruelas;Mujer;De 35 a 39 años;362
032;Camarma de Esteruelas;Mujer;De 40 a 44 años;400
032;Camarma de Esteruelas;Mujer;De 45 a 49 años;322
032;Camarma de Esteruelas;Mujer;De 50 a 54 años;235
032;Camarma de Esteruelas;Mujer;De 55 a 59 años;207
032;Camarma de Esteruelas;Mujer;De 60 a 64 años;140
032;Camarma de Esteruelas;Mujer;De 65 a 69 años;128
032;Camarma de Esteruelas;Mujer;De 70 a 74 años;86
032;Camarma de Esteruelas;Mujer;De 75 a 79 años;49
032;Camarma de Esteruelas;Mujer;De 80 a 84 años;55
032;Camarma de Esteruelas;Mujer;De 85 a 89 años;24
032;Camarma de Esteruelas;Mujer;De 90 a 94 años;13
032;Camarma de Esteruelas;Mujer;De 95 a 99 años;5
032;Camarma de Esteruelas;Mujer;De 100 y más años;1
033;Campo Real;Hombre;De 0 a 4 años;182
033;Campo Real;Hombre;De 5 a 9 años;217
033;Campo Real;Hombre;De 10 a 14 años;181
033;Campo Real;Hombre;De 15 a 19 años;135
033;Campo Real;Hombre;De 20 a 24 años;141
033;Campo Real;Hombre;De 25 a 29 años;155
033;Campo Real;Hombre;De 30 a 34 años;234
033;Campo Real;Hombre;De 35 a 39 años;326
033;Campo Real;Hombre;De 40 a 44 años;289
033;Campo Real;Hombre;De 45 a 49 años;280
033;Campo Real;Hombre;De 50 a 54 años;221
033;Campo Real;Hombre;De 55 a 59 años;181
033;Campo Real;Hombre;De 60 a 64 años;152
033;Campo Real;Hombre;De 65 a 69 años;96
033;Campo Real;Hombre;De 70 a 74 años;75
033;Campo Real;Hombre;De 75 a 79 años;49
033;Campo Real;Hombre;De 80 a 84 años;60
033;Campo Real;Hombre;De 85 a 89 años;36
033;Campo Real;Hombre;De 90 a 94 años;9
033;Campo Real;Hombre;De 95 a 99 años;3
033;Campo Real;Hombre;De 100 y más años;0
033;Campo Real;Mujer;De 0 a 4 años;197
033;Campo Real;Mujer;De 5 a 9 años;191
033;Campo Real;Mujer;De 10 a 14 años;163
033;Campo Real;Mujer;De 15 a 19 años;133
033;Campo Real;Mujer;De 20 a 24 años;125
033;Campo Real;Mujer;De 25 a 29 años;182
033;Campo Real;Mujer;De 30 a 34 años;243
033;Campo Real;Mujer;De 35 a 39 años;329
033;Campo Real;Mujer;De 40 a 44 años;284
033;Campo Real;Mujer;De 45 a 49 años;220
033;Campo Real;Mujer;De 50 a 54 años;212
033;Campo Real;Mujer;De 55 a 59 años;174
033;Campo Real;Mujer;De 60 a 64 años;126
033;Campo Real;Mujer;De 65 a 69 años;66
033;Campo Real;Mujer;De 70 a 74 años;82
033;Campo Real;Mujer;De 75 a 79 años;59
033;Campo Real;Mujer;De 80 a 84 años;73
033;Campo Real;Mujer;De 85 a 89 años;73
033;Campo Real;Mujer;De 90 a 94 años;29
033;Campo Real;Mujer;De 95 a 99 años;10
033;Campo Real;Mujer;De 100 y más años;2
034;Canencia;Hombre;De 0 a 4 años;2
034;Canencia;Hombre;De 5 a 9 años;7
034;Canencia;Hombre;De 10 a 14 años;12
034;Canencia;Hombre;De 15 a 19 años;12
034;Canencia;Hombre;De 20 a 24 años;5
034;Canencia;Hombre;De 25 a 29 años;9
034;Canencia;Hombre;De 30 a 34 años;9
034;Canencia;Hombre;De 35 a 39 años;19
034;Canencia;Hombre;De 40 a 44 años;11
034;Canencia;Hombre;De 45 a 49 años;24
034;Canencia;Hombre;De 50 a 54 años;29
034;Canencia;Hombre;De 55 a 59 años;30
034;Canencia;Hombre;De 60 a 64 años;14
034;Canencia;Hombre;De 65 a 69 años;8
034;Canencia;Hombre;De 70 a 74 años;7
034;Canencia;Hombre;De 75 a 79 años;13
034;Canencia;Hombre;De 80 a 84 años;18
034;Canencia;Hombre;De 85 a 89 años;10
034;Canencia;Hombre;De 90 a 94 años;1
034;Canencia;Hombre;De 95 a 99 años;1
034;Canencia;Hombre;De 100 y más años;0
034;Canencia;Mujer;De 0 a 4 años;3
034;Canencia;Mujer;De 5 a 9 años;3
034;Canencia;Mujer;De 10 a 14 años;13
034;Canencia;Mujer;De 15 a 19 años;12
034;Canencia;Mujer;De 20 a 24 años;8
034;Canencia;Mujer;De 25 a 29 años;6
034;Canencia;Mujer;De 30 a 34 años;9
034;Canencia;Mujer;De 35 a 39 años;9
034;Canencia;Mujer;De 40 a 44 años;14
034;Canencia;Mujer;De 45 a 49 años;24
034;Canencia;Mujer;De 50 a 54 años;17
034;Canencia;Mujer;De 55 a 59 años;10
034;Canencia;Mujer;De 60 a 64 años;15
034;Canencia;Mujer;De 65 a 69 años;5
034;Canencia;Mujer;De 70 a 74 años;16
034;Canencia;Mujer;De 75 a 79 años;8
034;Canencia;Mujer;De 80 a 84 años;15
034;Canencia;Mujer;De 85 a 89 años;11
034;Canencia;Mujer;De 90 a 94 años;8
034;Canencia;Mujer;De 95 a 99 años;0
034;Canencia;Mujer;De 100 y más años;1
035;Carabaña;Hombre;De 0 a 4 años;51
035;Carabaña;Hombre;De 5 a 9 años;59
035;Carabaña;Hombre;De 10 a 14 años;55
035;Carabaña;Hombre;De 15 a 19 años;44
035;Carabaña;Hombre;De 20 a 24 años;41
035;Carabaña;Hombre;De 25 a 29 años;34
035;Carabaña;Hombre;De 30 a 34 años;64
035;Carabaña;Hombre;De 35 a 39 años;104
035;Carabaña;Hombre;De 40 a 44 años;88
035;Carabaña;Hombre;De 45 a 49 años;82
035;Carabaña;Hombre;De 50 a 54 años;67
035;Carabaña;Hombre;De 55 a 59 años;67
035;Carabaña;Hombre;De 60 a 64 años;48
035;Carabaña;Hombre;De 65 a 69 años;39
035;Carabaña;Hombre;De 70 a 74 años;31
035;Carabaña;Hombre;De 75 a 79 años;28
035;Carabaña;Hombre;De 80 a 84 años;33
035;Carabaña;Hombre;De 85 a 89 años;18
035;Carabaña;Hombre;De 90 a 94 años;8
035;Carabaña;Hombre;De 95 a 99 años;0
035;Carabaña;Hombre;De 100 y más años;0
035;Carabaña;Mujer;De 0 a 4 años;64
035;Carabaña;Mujer;De 5 a 9 años;47
035;Carabaña;Mujer;De 10 a 14 años;44
035;Carabaña;Mujer;De 15 a 19 años;54
035;Carabaña;Mujer;De 20 a 24 años;47
035;Carabaña;Mujer;De 25 a 29 años;49
035;Carabaña;Mujer;De 30 a 34 años;74
035;Carabaña;Mujer;De 35 a 39 años;90
035;Carabaña;Mujer;De 40 a 44 años;93
035;Carabaña;Mujer;De 45 a 49 años;76
035;Carabaña;Mujer;De 50 a 54 años;60
035;Carabaña;Mujer;De 55 a 59 años;54
035;Carabaña;Mujer;De 60 a 64 años;39
035;Carabaña;Mujer;De 65 a 69 años;35
035;Carabaña;Mujer;De 70 a 74 años;32
035;Carabaña;Mujer;De 75 a 79 años;25
035;Carabaña;Mujer;De 80 a 84 años;42
035;Carabaña;Mujer;De 85 a 89 años;27
035;Carabaña;Mujer;De 90 a 94 años;19
035;Carabaña;Mujer;De 95 a 99 años;6
035;Carabaña;Mujer;De 100 y más años;2
036;Casarrubuelos;Hombre;De 0 a 4 años;116
036;Casarrubuelos;Hombre;De 5 a 9 años;156
036;Casarrubuelos;Hombre;De 10 a 14 años;148
036;Casarrubuelos;Hombre;De 15 a 19 años;92
036;Casarrubuelos;Hombre;De 20 a 24 años;81
036;Casarrubuelos;Hombre;De 25 a 29 años;94
036;Casarrubuelos;Hombre;De 30 a 34 años;130
036;Casarrubuelos;Hombre;De 35 a 39 años;191
036;Casarrubuelos;Hombre;De 40 a 44 años;219
036;Casarrubuelos;Hombre;De 45 a 49 años;172
036;Casarrubuelos;Hombre;De 50 a 54 años;118
036;Casarrubuelos;Hombre;De 55 a 59 años;117
036;Casarrubuelos;Hombre;De 60 a 64 años;94
036;Casarrubuelos;Hombre;De 65 a 69 años;59
036;Casarrubuelos;Hombre;De 70 a 74 años;39
036;Casarrubuelos;Hombre;De 75 a 79 años;24
036;Casarrubuelos;Hombre;De 80 a 84 años;5
036;Casarrubuelos;Hombre;De 85 a 89 años;12
036;Casarrubuelos;Hombre;De 90 a 94 años;0
036;Casarrubuelos;Hombre;De 95 a 99 años;0
036;Casarrubuelos;Hombre;De 100 y más años;0
036;Casarrubuelos;Mujer;De 0 a 4 años;111
036;Casarrubuelos;Mujer;De 5 a 9 años;127
036;Casarrubuelos;Mujer;De 10 a 14 años;127
036;Casarrubuelos;Mujer;De 15 a 19 años;108
036;Casarrubuelos;Mujer;De 20 a 24 años;69
036;Casarrubuelos;Mujer;De 25 a 29 años;95
036;Casarrubuelos;Mujer;De 30 a 34 años;124
036;Casarrubuelos;Mujer;De 35 a 39 años;173
036;Casarrubuelos;Mujer;De 40 a 44 años;233
036;Casarrubuelos;Mujer;De 45 a 49 años;173
036;Casarrubuelos;Mujer;De 50 a 54 años;109
036;Casarrubuelos;Mujer;De 55 a 59 años;99
036;Casarrubuelos;Mujer;De 60 a 64 años;88
036;Casarrubuelos;Mujer;De 65 a 69 años;51
036;Casarrubuelos;Mujer;De 70 a 74 años;36
036;Casarrubuelos;Mujer;De 75 a 79 años;21
036;Casarrubuelos;Mujer;De 80 a 84 años;15
036;Casarrubuelos;Mujer;De 85 a 89 años;16
036;Casarrubuelos;Mujer;De 90 a 94 años;5
036;Casarrubuelos;Mujer;De 95 a 99 años;3
036;Casarrubuelos;Mujer;De 100 y más años;0
037;Cenicientos;Hombre;De 0 a 4 años;27
037;Cenicientos;Hombre;De 5 a 9 años;44
037;Cenicientos;Hombre;De 10 a 14 años;43
037;Cenicientos;Hombre;De 15 a 19 años;35
037;Cenicientos;Hombre;De 20 a 24 años;51
037;Cenicientos;Hombre;De 25 a 29 años;59
037;Cenicientos;Hombre;De 30 a 34 años;66
037;Cenicientos;Hombre;De 35 a 39 años;58
037;Cenicientos;Hombre;De 40 a 44 años;74
037;Cenicientos;Hombre;De 45 a 49 años;52
037;Cenicientos;Hombre;De 50 a 54 años;78
037;Cenicientos;Hombre;De 55 a 59 años;78
037;Cenicientos;Hombre;De 60 a 64 años;69
037;Cenicientos;Hombre;De 65 a 69 años;51
037;Cenicientos;Hombre;De 70 a 74 años;51
037;Cenicientos;Hombre;De 75 a 79 años;37
037;Cenicientos;Hombre;De 80 a 84 años;50
037;Cenicientos;Hombre;De 85 a 89 años;32
037;Cenicientos;Hombre;De 90 a 94 años;16
037;Cenicientos;Hombre;De 95 a 99 años;1
037;Cenicientos;Hombre;De 100 y más años;1
037;Cenicientos;Mujer;De 0 a 4 años;42
037;Cenicientos;Mujer;De 5 a 9 años;42
037;Cenicientos;Mujer;De 10 a 14 años;45
037;Cenicientos;Mujer;De 15 a 19 años;47
037;Cenicientos;Mujer;De 20 a 24 años;59
037;Cenicientos;Mujer;De 25 a 29 años;47
037;Cenicientos;Mujer;De 30 a 34 años;65
037;Cenicientos;Mujer;De 35 a 39 años;66
037;Cenicientos;Mujer;De 40 a 44 años;59
037;Cenicientos;Mujer;De 45 a 49 años;53
037;Cenicientos;Mujer;De 50 a 54 años;76
037;Cenicientos;Mujer;De 55 a 59 años;69
037;Cenicientos;Mujer;De 60 a 64 años;52
037;Cenicientos;Mujer;De 65 a 69 años;37
037;Cenicientos;Mujer;De 70 a 74 años;47
037;Cenicientos;Mujer;De 75 a 79 años;51
037;Cenicientos;Mujer;De 80 a 84 años;59
037;Cenicientos;Mujer;De 85 a 89 años;51
037;Cenicientos;Mujer;De 90 a 94 años;35
037;Cenicientos;Mujer;De 95 a 99 años;7
037;Cenicientos;Mujer;De 100 y más años;2
038;Cercedilla;Hombre;De 0 a 4 años;166
038;Cercedilla;Hombre;De 5 a 9 años;173
038;Cercedilla;Hombre;De 10 a 14 años;172
038;Cercedilla;Hombre;De 15 a 19 años;180
038;Cercedilla;Hombre;De 20 a 24 años;164
038;Cercedilla;Hombre;De 25 a 29 años;191
038;Cercedilla;Hombre;De 30 a 34 años;204
038;Cercedilla;Hombre;De 35 a 39 años;252
038;Cercedilla;Hombre;De 40 a 44 años;299
038;Cercedilla;Hombre;De 45 a 49 años;336
038;Cercedilla;Hombre;De 50 a 54 años;306
038;Cercedilla;Hombre;De 55 a 59 años;254
038;Cercedilla;Hombre;De 60 a 64 años;177
038;Cercedilla;Hombre;De 65 a 69 años;144
038;Cercedilla;Hombre;De 70 a 74 años;100
038;Cercedilla;Hombre;De 75 a 79 años;85
038;Cercedilla;Hombre;De 80 a 84 años;80
038;Cercedilla;Hombre;De 85 a 89 años;47
038;Cercedilla;Hombre;De 90 a 94 años;15
038;Cercedilla;Hombre;De 95 a 99 años;7
038;Cercedilla;Hombre;De 100 y más años;1
038;Cercedilla;Mujer;De 0 a 4 años;132
038;Cercedilla;Mujer;De 5 a 9 años;182
038;Cercedilla;Mujer;De 10 a 14 años;192
038;Cercedilla;Mujer;De 15 a 19 años;197
038;Cercedilla;Mujer;De 20 a 24 años;198
038;Cercedilla;Mujer;De 25 a 29 años;175
038;Cercedilla;Mujer;De 30 a 34 años;203
038;Cercedilla;Mujer;De 35 a 39 años;236
038;Cercedilla;Mujer;De 40 a 44 años;300
038;Cercedilla;Mujer;De 45 a 49 años;301
038;Cercedilla;Mujer;De 50 a 54 años;306
038;Cercedilla;Mujer;De 55 a 59 años;243
038;Cercedilla;Mujer;De 60 a 64 años;177
038;Cercedilla;Mujer;De 65 a 69 años;136
038;Cercedilla;Mujer;De 70 a 74 años;137
038;Cercedilla;Mujer;De 75 a 79 años;126
038;Cercedilla;Mujer;De 80 a 84 años;99
038;Cercedilla;Mujer;De 85 a 89 años;83
038;Cercedilla;Mujer;De 90 a 94 años;57
038;Cercedilla;Mujer;De 95 a 99 años;17
038;Cercedilla;Mujer;De 100 y más años;3
039;Cervera de Buitrago;Hombre;De 0 a 4 años;1
039;Cervera de Buitrago;Hombre;De 5 a 9 años;4
039;Cervera de Buitrago;Hombre;De 10 a 14 años;4
039;Cervera de Buitrago;Hombre;De 15 a 19 años;2
039;Cervera de Buitrago;Hombre;De 20 a 24 años;0
039;Cervera de Buitrago;Hombre;De 25 a 29 años;3
039;Cervera de Buitrago;Hombre;De 30 a 34 años;3
039;Cervera de Buitrago;Hombre;De 35 a 39 años;6
039;Cervera de Buitrago;Hombre;De 40 a 44 años;9
039;Cervera de Buitrago;Hombre;De 45 a 49 años;10
039;Cervera de Buitrago;Hombre;De 50 a 54 años;10
039;Cervera de Buitrago;Hombre;De 55 a 59 años;8
039;Cervera de Buitrago;Hombre;De 60 a 64 años;4
039;Cervera de Buitrago;Hombre;De 65 a 69 años;6
039;Cervera de Buitrago;Hombre;De 70 a 74 años;7
039;Cervera de Buitrago;Hombre;De 75 a 79 años;6
039;Cervera de Buitrago;Hombre;De 80 a 84 años;3
039;Cervera de Buitrago;Hombre;De 85 a 89 años;3
039;Cervera de Buitrago;Hombre;De 90 a 94 años;3
039;Cervera de Buitrago;Hombre;De 95 a 99 años;0
039;Cervera de Buitrago;Hombre;De 100 y más años;0
039;Cervera de Buitrago;Mujer;De 0 a 4 años;4
039;Cervera de Buitrago;Mujer;De 5 a 9 años;3
039;Cervera de Buitrago;Mujer;De 10 a 14 años;3
039;Cervera de Buitrago;Mujer;De 15 a 19 años;2
039;Cervera de Buitrago;Mujer;De 20 a 24 años;3
039;Cervera de Buitrago;Mujer;De 25 a 29 años;1
039;Cervera de Buitrago;Mujer;De 30 a 34 años;5
039;Cervera de Buitrago;Mujer;De 35 a 39 años;3
039;Cervera de Buitrago;Mujer;De 40 a 44 años;7
039;Cervera de Buitrago;Mujer;De 45 a 49 años;5
039;Cervera de Buitrago;Mujer;De 50 a 54 años;4
039;Cervera de Buitrago;Mujer;De 55 a 59 años;1
039;Cervera de Buitrago;Mujer;De 60 a 64 años;2
039;Cervera de Buitrago;Mujer;De 65 a 69 años;2
039;Cervera de Buitrago;Mujer;De 70 a 74 años;5
039;Cervera de Buitrago;Mujer;De 75 a 79 años;4
039;Cervera de Buitrago;Mujer;De 80 a 84 años;5
039;Cervera de Buitrago;Mujer;De 85 a 89 años;2
039;Cervera de Buitrago;Mujer;De 90 a 94 años;2
039;Cervera de Buitrago;Mujer;De 95 a 99 años;1
039;Cervera de Buitrago;Mujer;De 100 y más años;0
051;Chapinería;Hombre;De 0 a 4 años;62
051;Chapinería;Hombre;De 5 a 9 años;85
051;Chapinería;Hombre;De 10 a 14 años;74
051;Chapinería;Hombre;De 15 a 19 años;47
051;Chapinería;Hombre;De 20 a 24 años;55
051;Chapinería;Hombre;De 25 a 29 años;68
051;Chapinería;Hombre;De 30 a 34 años;46
051;Chapinería;Hombre;De 35 a 39 años;87
051;Chapinería;Hombre;De 40 a 44 años;111
051;Chapinería;Hombre;De 45 a 49 años;86
051;Chapinería;Hombre;De 50 a 54 años;112
051;Chapinería;Hombre;De 55 a 59 años;78
051;Chapinería;Hombre;De 60 a 64 años;49
051;Chapinería;Hombre;De 65 a 69 años;52
051;Chapinería;Hombre;De 70 a 74 años;33
051;Chapinería;Hombre;De 75 a 79 años;37
051;Chapinería;Hombre;De 80 a 84 años;30
051;Chapinería;Hombre;De 85 a 89 años;13
051;Chapinería;Hombre;De 90 a 94 años;10
051;Chapinería;Hombre;De 95 a 99 años;0
051;Chapinería;Hombre;De 100 y más años;0
051;Chapinería;Mujer;De 0 a 4 años;65
051;Chapinería;Mujer;De 5 a 9 años;71
051;Chapinería;Mujer;De 10 a 14 años;60
051;Chapinería;Mujer;De 15 a 19 años;34
051;Chapinería;Mujer;De 20 a 24 años;56
051;Chapinería;Mujer;De 25 a 29 años;52
051;Chapinería;Mujer;De 30 a 34 años;59
051;Chapinería;Mujer;De 35 a 39 años;82
051;Chapinería;Mujer;De 40 a 44 años;109
051;Chapinería;Mujer;De 45 a 49 años;88
051;Chapinería;Mujer;De 50 a 54 años;89
051;Chapinería;Mujer;De 55 a 59 años;57
051;Chapinería;Mujer;De 60 a 64 años;45
051;Chapinería;Mujer;De 65 a 69 años;48
051;Chapinería;Mujer;De 70 a 74 años;36
051;Chapinería;Mujer;De 75 a 79 años;36
051;Chapinería;Mujer;De 80 a 84 años;46
051;Chapinería;Mujer;De 85 a 89 años;37
051;Chapinería;Mujer;De 90 a 94 años;9
051;Chapinería;Mujer;De 95 a 99 años;11
051;Chapinería;Mujer;De 100 y más años;0
052;Chinchón;Hombre;De 0 a 4 años;125
052;Chinchón;Hombre;De 5 a 9 años;144
052;Chinchón;Hombre;De 10 a 14 años;136
052;Chinchón;Hombre;De 15 a 19 años;122
052;Chinchón;Hombre;De 20 a 24 años;135
052;Chinchón;Hombre;De 25 a 29 años;139
052;Chinchón;Hombre;De 30 a 34 años;183
052;Chinchón;Hombre;De 35 a 39 años;230
052;Chinchón;Hombre;De 40 a 44 años;220
052;Chinchón;Hombre;De 45 a 49 años;220
052;Chinchón;Hombre;De 50 a 54 años;216
052;Chinchón;Hombre;De 55 a 59 años;194
052;Chinchón;Hombre;De 60 a 64 años;145
052;Chinchón;Hombre;De 65 a 69 años;129
052;Chinchón;Hombre;De 70 a 74 años;98
052;Chinchón;Hombre;De 75 a 79 años;83
052;Chinchón;Hombre;De 80 a 84 años;61
052;Chinchón;Hombre;De 85 a 89 años;51
052;Chinchón;Hombre;De 90 a 94 años;12
052;Chinchón;Hombre;De 95 a 99 años;2
052;Chinchón;Hombre;De 100 y más años;0
052;Chinchón;Mujer;De 0 a 4 años;109
052;Chinchón;Mujer;De 5 a 9 años;115
052;Chinchón;Mujer;De 10 a 14 años;122
052;Chinchón;Mujer;De 15 a 19 años;129
052;Chinchón;Mujer;De 20 a 24 años;120
052;Chinchón;Mujer;De 25 a 29 años;165
052;Chinchón;Mujer;De 30 a 34 años;168
052;Chinchón;Mujer;De 35 a 39 años;194
052;Chinchón;Mujer;De 40 a 44 años;186
052;Chinchón;Mujer;De 45 a 49 años;223
052;Chinchón;Mujer;De 50 a 54 años;195
052;Chinchón;Mujer;De 55 a 59 años;188
052;Chinchón;Mujer;De 60 a 64 años;155
052;Chinchón;Mujer;De 65 a 69 años;134
052;Chinchón;Mujer;De 70 a 74 años;101
052;Chinchón;Mujer;De 75 a 79 años;97
052;Chinchón;Mujer;De 80 a 84 años;80
052;Chinchón;Mujer;De 85 a 89 años;70
052;Chinchón;Mujer;De 90 a 94 años;36
052;Chinchón;Mujer;De 95 a 99 años;7
052;Chinchón;Mujer;De 100 y más años;1
040;Ciempozuelos;Hombre;De 0 a 4 años;674
040;Ciempozuelos;Hombre;De 5 a 9 años;768
040;Ciempozuelos;Hombre;De 10 a 14 años;694
040;Ciempozuelos;Hombre;De 15 a 19 años;576
040;Ciempozuelos;Hombre;De 20 a 24 años;605
040;Ciempozuelos;Hombre;De 25 a 29 años;682
040;Ciempozuelos;Hombre;De 30 a 34 años;835
040;Ciempozuelos;Hombre;De 35 a 39 años;1148
040;Ciempozuelos;Hombre;De 40 a 44 años;1284
040;Ciempozuelos;Hombre;De 45 a 49 años;1097
040;Ciempozuelos;Hombre;De 50 a 54 años;904
040;Ciempozuelos;Hombre;De 55 a 59 años;742
040;Ciempozuelos;Hombre;De 60 a 64 años;550
040;Ciempozuelos;Hombre;De 65 a 69 años;432
040;Ciempozuelos;Hombre;De 70 a 74 años;326
040;Ciempozuelos;Hombre;De 75 a 79 años;222
040;Ciempozuelos;Hombre;De 80 a 84 años;229
040;Ciempozuelos;Hombre;De 85 a 89 años;130
040;Ciempozuelos;Hombre;De 90 a 94 años;42
040;Ciempozuelos;Hombre;De 95 a 99 años;9
040;Ciempozuelos;Hombre;De 100 y más años;2
040;Ciempozuelos;Mujer;De 0 a 4 años;645
040;Ciempozuelos;Mujer;De 5 a 9 años;775
040;Ciempozuelos;Mujer;De 10 a 14 años;652
040;Ciempozuelos;Mujer;De 15 a 19 años;522
040;Ciempozuelos;Mujer;De 20 a 24 años;585
040;Ciempozuelos;Mujer;De 25 a 29 años;667
040;Ciempozuelos;Mujer;De 30 a 34 años;827
040;Ciempozuelos;Mujer;De 35 a 39 años;1206
040;Ciempozuelos;Mujer;De 40 a 44 años;1090
040;Ciempozuelos;Mujer;De 45 a 49 años;993
040;Ciempozuelos;Mujer;De 50 a 54 años;829
040;Ciempozuelos;Mujer;De 55 a 59 años;689
040;Ciempozuelos;Mujer;De 60 a 64 años;503
040;Ciempozuelos;Mujer;De 65 a 69 años;427
040;Ciempozuelos;Mujer;De 70 a 74 años;378
040;Ciempozuelos;Mujer;De 75 a 79 años;286
040;Ciempozuelos;Mujer;De 80 a 84 años;338
040;Ciempozuelos;Mujer;De 85 a 89 años;213
040;Ciempozuelos;Mujer;De 90 a 94 años;127
040;Ciempozuelos;Mujer;De 95 a 99 años;29
040;Ciempozuelos;Mujer;De 100 y más años;5
041;Cobeña;Hombre;De 0 a 4 años;246
041;Cobeña;Hombre;De 5 a 9 años;302
041;Cobeña;Hombre;De 10 a 14 años;249
041;Cobeña;Hombre;De 15 a 19 años;198
041;Cobeña;Hombre;De 20 a 24 años;167
041;Cobeña;Hombre;De 25 a 29 años;174
041;Cobeña;Hombre;De 30 a 34 años;230
041;Cobeña;Hombre;De 35 a 39 años;320
041;Cobeña;Hombre;De 40 a 44 años;390
041;Cobeña;Hombre;De 45 a 49 años;343
041;Cobeña;Hombre;De 50 a 54 años;293
041;Cobeña;Hombre;De 55 a 59 años;242
041;Cobeña;Hombre;De 60 a 64 años;129
041;Cobeña;Hombre;De 65 a 69 años;85
041;Cobeña;Hombre;De 70 a 74 años;58
041;Cobeña;Hombre;De 75 a 79 años;49
041;Cobeña;Hombre;De 80 a 84 años;26
041;Cobeña;Hombre;De 85 a 89 años;20
041;Cobeña;Hombre;De 90 a 94 años;9
041;Cobeña;Hombre;De 95 a 99 años;4
041;Cobeña;Hombre;De 100 y más años;0
041;Cobeña;Mujer;De 0 a 4 años;238
041;Cobeña;Mujer;De 5 a 9 años;269
041;Cobeña;Mujer;De 10 a 14 años;269
041;Cobeña;Mujer;De 15 a 19 años;218
041;Cobeña;Mujer;De 20 a 24 años;200
041;Cobeña;Mujer;De 25 a 29 años;179
041;Cobeña;Mujer;De 30 a 34 años;211
041;Cobeña;Mujer;De 35 a 39 años;346
041;Cobeña;Mujer;De 40 a 44 años;368
041;Cobeña;Mujer;De 45 a 49 años;383
041;Cobeña;Mujer;De 50 a 54 años;293
041;Cobeña;Mujer;De 55 a 59 años;233
041;Cobeña;Mujer;De 60 a 64 años;108
041;Cobeña;Mujer;De 65 a 69 años;75
041;Cobeña;Mujer;De 70 a 74 años;78
041;Cobeña;Mujer;De 75 a 79 años;44
041;Cobeña;Mujer;De 80 a 84 años;45
041;Cobeña;Mujer;De 85 a 89 años;43
041;Cobeña;Mujer;De 90 a 94 años;22
041;Cobeña;Mujer;De 95 a 99 años;6
041;Cobeña;Mujer;De 100 y más años;1
046;Collado Mediano;Hombre;De 0 a 4 años;158
046;Collado Mediano;Hombre;De 5 a 9 años;234
046;Collado Mediano;Hombre;De 10 a 14 años;240
046;Collado Mediano;Hombre;De 15 a 19 años;185
046;Collado Mediano;Hombre;De 20 a 24 años;183
046;Collado Mediano;Hombre;De 25 a 29 años;152
046;Collado Mediano;Hombre;De 30 a 34 años;155
046;Collado Mediano;Hombre;De 35 a 39 años;212
046;Collado Mediano;Hombre;De 40 a 44 años;330
046;Collado Mediano;Hombre;De 45 a 49 años;380
046;Collado Mediano;Hombre;De 50 a 54 años;297
046;Collado Mediano;Hombre;De 55 a 59 años;219
046;Collado Mediano;Hombre;De 60 a 64 años;174
046;Collado Mediano;Hombre;De 65 a 69 años;137
046;Collado Mediano;Hombre;De 70 a 74 años;116
046;Collado Mediano;Hombre;De 75 a 79 años;63
046;Collado Mediano;Hombre;De 80 a 84 años;63
046;Collado Mediano;Hombre;De 85 a 89 años;28
